title,link,project/_id,project/_key,project/__text,description,environment,key/_id,key/__text,summary,type/_id,type/_iconUrl,type/__text,priority/_id,priority/_iconUrl,priority/__text,status/_id,status/_iconUrl,status/_description,status/__text,statusCategory/_id,statusCategory/_key,statusCategory/_colorName,resolution/_id,resolution/__text,assignee/_accountid,assignee/__text,reporter/_accountid,reporter/__text,created,updated,resolved,version/0,fixVersion/0,component/0,votes,watches,comments/comment/0/_id,comments/comment/0/_author,comments/comment/0/_created,comments/comment/0/__text,comments/comment/1/_id,comments/comment/1/_author,comments/comment/1/_created,comments/comment/1/__text,comments/comment/2/_id,comments/comment/2/_author,comments/comment/2/_created,comments/comment/2/__text,subtasks,customfields/customfield/0/customfieldname,customfields/customfield/0/_id,customfields/customfield/0/_key,customfields/customfield/1/customfieldname,customfields/customfield/1/customfieldvalues/customfieldvalue,customfields/customfield/1/_id,customfields/customfield/1/_key,customfields/customfield/2/customfieldname,customfields/customfield/2/_id,customfields/customfield/2/_key,customfields/customfield/3/customfieldname,customfields/customfield/3/customfieldvalues/customfieldvalue,customfields/customfield/3/_id,customfields/customfield/3/_key,customfields/customfield/4/customfieldname,customfields/customfield/4/_id,customfields/customfield/4/_key,comments/comment/3/_id,comments/comment/3/_author,comments/comment/3/_created,comments/comment/3/__text,comments/comment/4/_id,comments/comment/4/_author,comments/comment/4/_created,comments/comment/4/__text,comments/comment/5/_id,comments/comment/5/_author,comments/comment/5/_created,comments/comment/5/__text,comments/comment/6/_id,comments/comment/6/_author,comments/comment/6/_created,comments/comment/6/__text,issuelinks/issuelinktype/0/name,issuelinks/issuelinktype/0/inwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/0/inwardlinks/_description,issuelinks/issuelinktype/0/_id,comments/comment/7/_id,comments/comment/7/_author,comments/comment/7/_created,comments/comment/7/__text,comments/comment/8/_id,comments/comment/8/_author,comments/comment/8/_created,comments/comment/8/__text,issuelinks/issuelinktype/0/outwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/0/outwardlinks/_description,issuelinks/issuelinktype/1/name,issuelinks/issuelinktype/1/outwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/1/outwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/1/outwardlinks/_description,issuelinks/issuelinktype/1/_id,attachments/attachment/0/_id,attachments/attachment/0/_name,attachments/attachment/0/_size,attachments/attachment/0/_author,attachments/attachment/0/_created,attachments/attachment/1/_id,attachments/attachment/1/_name,attachments/attachment/1/_size,attachments/attachment/1/_author,attachments/attachment/1/_created,version/1,version/2,version/3,version/4,version/5,version/6,version/7,version/8,component/1,comments/comment/9/_id,comments/comment/9/_author,comments/comment/9/_created,comments/comment/9/__text,comments/comment/10/_id,comments/comment/10/_author,comments/comment/10/_created,comments/comment/10/__text,comments/comment/11/_id,comments/comment/11/_author,comments/comment/11/_created,comments/comment/11/__text,comments/comment/12/_id,comments/comment/12/_author,comments/comment/12/_created,comments/comment/12/__text,comments/comment/13/_id,comments/comment/13/_author,comments/comment/13/_created,comments/comment/13/__text,labels/label,issuelinks/issuelinktype/0/outwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/1/issuekey/__text,attachments/attachment/2/_id,attachments/attachment/2/_name,attachments/attachment/2/_size,attachments/attachment/2/_author,attachments/attachment/2/_created,attachments/attachment/3/_id,attachments/attachment/3/_name,attachments/attachment/3/_size,attachments/attachment/3/_author,attachments/attachment/3/_created,attachments/attachment/4/_id,attachments/attachment/4/_name,attachments/attachment/4/_size,attachments/attachment/4/_author,attachments/attachment/4/_created,attachments/attachment/5/_id,attachments/attachment/5/_name,attachments/attachment/5/_size,attachments/attachment/5/_author,attachments/attachment/5/_created,attachments/attachment/6/_id,attachments/attachment/6/_name,attachments/attachment/6/_size,attachments/attachment/6/_author,attachments/attachment/6/_created,issuelinks/issuelinktype/0/inwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/1/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/_description,comments/comment/14/_id,comments/comment/14/_author,comments/comment/14/_created,comments/comment/14/__text,comments/comment/15/_id,comments/comment/15/_author,comments/comment/15/_created,comments/comment/15/__text,comments/comment/16/_id,comments/comment/16/_author,comments/comment/16/_created,comments/comment/16/__text,comments/comment/17/_id,comments/comment/17/_author,comments/comment/17/_created,comments/comment/17/__text,comments/comment/18/_id,comments/comment/18/_author,comments/comment/18/_created,comments/comment/18/__text,timeoriginalestimate/_seconds,timeoriginalestimate/__text,timeestimate/_seconds,timeestimate/__text,comments/comment/19/_id,comments/comment/19/_author,comments/comment/19/_created,comments/comment/19/__text,comments/comment/20/_id,comments/comment/20/_author,comments/comment/20/_created,comments/comment/20/__text,timespent/_seconds,timespent/__text,version/9,version/10,version/11,version/12,version/13,version/14,component/2,comments/comment/21/_id,comments/comment/21/_author,comments/comment/21/_created,comments/comment/21/__text,comments/comment/22/_id,comments/comment/22/_author,comments/comment/22/_created,comments/comment/22/__text,comments/comment/23/_id,comments/comment/23/_author,comments/comment/23/_created,comments/comment/23/__text,comments/comment/24/_id,comments/comment/24/_author,comments/comment/24/_created,comments/comment/24/__text,comments/comment/25/_id,comments/comment/25/_author,comments/comment/25/_created,comments/comment/25/__text,comments/comment/26/_id,comments/comment/26/_author,comments/comment/26/_created,comments/comment/26/__text,comments/comment/27/_id,comments/comment/27/_author,comments/comment/27/_created,comments/comment/27/__text,comments/comment/28/_id,comments/comment/28/_author,comments/comment/28/_created,comments/comment/28/__text,comments/comment/29/_id,comments/comment/29/_author,comments/comment/29/_created,comments/comment/29/__text,comments/comment/30/_id,comments/comment/30/_author,comments/comment/30/_created,comments/comment/30/__text,issuelinks/issuelinktype/2/name,issuelinks/issuelinktype/2/outwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/2/outwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/2/outwardlinks/_description,issuelinks/issuelinktype/2/_id,issuelinks/issuelinktype/3/name,issuelinks/issuelinktype/3/outwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/3/outwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/3/outwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/3/outwardlinks/issuelink/1/issuekey/__text,issuelinks/issuelinktype/3/outwardlinks/_description,issuelinks/issuelinktype/3/inwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/3/inwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/3/inwardlinks/_description,issuelinks/issuelinktype/3/_id,comments/comment/31/_id,comments/comment/31/_author,comments/comment/31/_created,comments/comment/31/__text,comments/comment/32/_id,comments/comment/32/_author,comments/comment/32/_created,comments/comment/32/__text,comments/comment/33/_id,comments/comment/33/_author,comments/comment/33/_created,comments/comment/33/__text,comments/comment/34/_id,comments/comment/34/_author,comments/comment/34/_created,comments/comment/34/__text,comments/comment/35/_id,comments/comment/35/_author,comments/comment/35/_created,comments/comment/35/__text,comments/comment/36/_id,comments/comment/36/_author,comments/comment/36/_created,comments/comment/36/__text,comments/comment/37/_id,comments/comment/37/_author,comments/comment/37/_created,comments/comment/37/__text,comments/comment/38/_id,comments/comment/38/_author,comments/comment/38/_created,comments/comment/38/__text,comments/comment/39/_id,comments/comment/39/_author,comments/comment/39/_created,comments/comment/39/__text,comments/comment/40/_id,comments/comment/40/_author,comments/comment/40/_created,comments/comment/40/__text,comments/comment/41/_id,comments/comment/41/_author,comments/comment/41/_created,comments/comment/41/__text,comments/comment/42/_id,comments/comment/42/_author,comments/comment/42/_created,comments/comment/42/__text,comments/comment/43/_id,comments/comment/43/_author,comments/comment/43/_created,comments/comment/43/__text,comments/comment/44/_id,comments/comment/44/_author,comments/comment/44/_created,comments/comment/44/__text,comments/comment/45/_id,comments/comment/45/_author,comments/comment/45/_created,comments/comment/45/__text,comments/comment/46/_id,comments/comment/46/_author,comments/comment/46/_created,comments/comment/46/__text,comments/comment/47/_id,comments/comment/47/_author,comments/comment/47/_created,comments/comment/47/__text,comments/comment/48/_id,comments/comment/48/_author,comments/comment/48/_created,comments/comment/48/__text,comments/comment/49/_id,comments/comment/49/_author,comments/comment/49/_created,comments/comment/49/__text,comments/comment/50/_id,comments/comment/50/_author,comments/comment/50/_created,comments/comment/50/__text,comments/comment/51/_id,comments/comment/51/_author,comments/comment/51/_created,comments/comment/51/__text,comments/comment/52/_id,comments/comment/52/_author,comments/comment/52/_created,comments/comment/52/__text,comments/comment/53/_id,comments/comment/53/_author,comments/comment/53/_created,comments/comment/53/__text,issuelinks/issuelinktype/1/outwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/1/outwardlinks/issuelink/1/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/1/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/issuelink/2/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/2/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/issuelink/3/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/3/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/issuelink/4/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/4/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/issuelink/5/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/5/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/issuelink/6/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/6/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/issuelink/7/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/7/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/issuelink/8/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/8/issuekey/__text,customfields/customfield/0/customfieldvalues/customfieldvalue/_key,customfields/customfield/0/customfieldvalues/customfieldvalue/__cdata,customfields/customfield/2/customfieldvalues/customfieldvalue,customfields/customfield/4/customfieldvalues/customfieldvalue,customfields/customfield/5/customfieldname,customfields/customfield/5/_id,customfields/customfield/5/_key,version/15,version/16,version/17,issuelinks/issuelinktype/0/inwardlinks/issuelink/2/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/2/issuekey/__text,component/3,fixVersion/1,issuelinks/issuelinktype/0/outwardlinks/issuelink/2/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/2/issuekey/__text,attachments/attachment/7/_id,attachments/attachment/7/_name,attachments/attachment/7/_size,attachments/attachment/7/_author,attachments/attachment/7/_created,attachments/attachment/8/_id,attachments/attachment/8/_name,attachments/attachment/8/_size,attachments/attachment/8/_author,attachments/attachment/8/_created,attachments/attachment/9/_id,attachments/attachment/9/_name,attachments/attachment/9/_size,attachments/attachment/9/_author,attachments/attachment/9/_created,version/18,issuelinks/issuelinktype/0/outwardlinks/issuelink/3/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/3/issuekey/__text,issuelinks/issuelinktype/0/outwardlinks/issuelink/4/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/4/issuekey/__text,version/19,issuelinks/issuelinktype/2/inwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/2/inwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/2/inwardlinks/_description,component/4,component/5,component/6,component/7,component/8,component/9,component/10,component/11,component/12,component/13,component/14,component/15,comments/comment/54/_id,comments/comment/54/_author,comments/comment/54/_created,comments/comment/54/__text,comments/comment/55/_id,comments/comment/55/_author,comments/comment/55/_created,comments/comment/55/__text,comments/comment/56/_id,comments/comment/56/_author,comments/comment/56/_created,comments/comment/56/__text,comments/comment/57/_id,comments/comment/57/_author,comments/comment/57/_created,comments/comment/57/__text,comments/comment/58/_id,comments/comment/58/_author,comments/comment/58/_created,comments/comment/58/__text,comments/comment/59/_id,comments/comment/59/_author,comments/comment/59/_created,comments/comment/59/__text,comments/comment/60/_id,comments/comment/60/_author,comments/comment/60/_created,comments/comment/60/__text,comments/comment/61/_id,comments/comment/61/_author,comments/comment/61/_created,comments/comment/61/__text,comments/comment/62/_id,comments/comment/62/_author,comments/comment/62/_created,comments/comment/62/__text,comments/comment/63/_id,comments/comment/63/_author,comments/comment/63/_created,comments/comment/63/__text,comments/comment/64/_id,comments/comment/64/_author,comments/comment/64/_created,comments/comment/64/__text,comments/comment/65/_id,comments/comment/65/_author,comments/comment/65/_created,comments/comment/65/__text,comments/comment/66/_id,comments/comment/66/_author,comments/comment/66/_created,comments/comment/66/__text,comments/comment/67/_id,comments/comment/67/_author,comments/comment/67/_created,comments/comment/67/__text,comments/comment/68/_id,comments/comment/68/_author,comments/comment/68/_created,comments/comment/68/__text,comments/comment/69/_id,comments/comment/69/_author,comments/comment/69/_created,comments/comment/69/__text,comments/comment/70/_id,comments/comment/70/_author,comments/comment/70/_created,comments/comment/70/__text,comments/comment/71/_id,comments/comment/71/_author,comments/comment/71/_created,comments/comment/71/__text,comments/comment/72/_id,comments/comment/72/_author,comments/comment/72/_created,comments/comment/72/__text,comments/comment/73/_id,comments/comment/73/_author,comments/comment/73/_created,comments/comment/73/__text,comments/comment/74/_id,comments/comment/74/_author,comments/comment/74/_created,comments/comment/74/__text,comments/comment/75/_id,comments/comment/75/_author,comments/comment/75/_created,comments/comment/75/__text,comments/comment/76/_id,comments/comment/76/_author,comments/comment/76/_created,comments/comment/76/__text,comments/comment/77/_id,comments/comment/77/_author,comments/comment/77/_created,comments/comment/77/__text,comments/comment/78/_id,comments/comment/78/_author,comments/comment/78/_created,comments/comment/78/__text,comments/comment/79/_id,comments/comment/79/_author,comments/comment/79/_created,comments/comment/79/__text,comments/comment/80/_id,comments/comment/80/_author,comments/comment/80/_created,comments/comment/80/__text,comments/comment/81/_id,comments/comment/81/_author,comments/comment/81/_created,comments/comment/81/__text,comments/comment/82/_id,comments/comment/82/_author,comments/comment/82/_created,comments/comment/82/__text,comments/comment/83/_id,comments/comment/83/_author,comments/comment/83/_created,comments/comment/83/__text,comments/comment/84/_id,comments/comment/84/_author,comments/comment/84/_created,comments/comment/84/__text,comments/comment/85/_id,comments/comment/85/_author,comments/comment/85/_created,comments/comment/85/__text,comments/comment/86/_id,comments/comment/86/_author,comments/comment/86/_created,comments/comment/86/__text,issuelinks/issuelinktype/0/outwardlinks/issuelink/5/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/5/issuekey/__text,issuelinks/issuelinktype/0/outwardlinks/issuelink/6/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/6/issuekey/__text,attachments/attachment/10/_id,attachments/attachment/10/_name,attachments/attachment/10/_size,attachments/attachment/10/_author,attachments/attachment/10/_created,attachments/attachment/11/_id,attachments/attachment/11/_name,attachments/attachment/11/_size,attachments/attachment/11/_author,attachments/attachment/11/_created,attachments/attachment/12/_id,attachments/attachment/12/_name,attachments/attachment/12/_size,attachments/attachment/12/_author,attachments/attachment/12/_created,attachments/attachment/13/_id,attachments/attachment/13/_name,attachments/attachment/13/_size,attachments/attachment/13/_author,attachments/attachment/13/_created,issuelinks/issuelinktype/2/inwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/2/inwardlinks/issuelink/1/issuekey/__text
[SAK-966] Cannot add tools to pages,https://sakaiproject.atlassian.net/browse/SAK-966,10057,SAK,Sakai,"<p>The following happens in project and course sites logged in as admin.</p>

<p>1. Create site in WS setup and add tools<br/>
2. Go to Sites area, select site and add a page to the site <br/>
3. Add a tool to a page</p>

<p>I get the following message:</p>

<p> These are the Tools defined in this Page. Click on one to edit. Use the up and down arrows to re-arrange.</p>

<p>There are no tools to edit.</p>","XP Prof SP2, Moz Firefox 1.0",28763,SAK-966,Cannot add tools to pages,10007,https://sakaiproject.atlassian.net/secure/viewavatar?size=medium&avatarId=10303&avatarType=issuetype,Bug,10001,https://sakaiproject.atlassian.net/images/icons/priorities/critical.svg,Critical,6,https://sakaiproject.atlassian.net/images/icons/statuses/closed.png,"The issue is considered finished, the resolution is correct. Issues which are closed can be reopened.",Closed,3,done,green,10000,Fixed,557058:0fb56ab2-a043-427c-ad8c-829b164f7088,John Leasia,557058:7b8d5e40-cb45-48ab-a0ab-911e8ed719f2,Oliver Heyer,"Thu, 19 May 2005 14:40:31 -0400","Fri, 24 Oct 2008 03:57:21 -0400","Fri, 20 May 2005 08:16:47 -0400",2.0,2.0,Sites (Admin) Tool,0,0,35343,557058:0fb56ab2-a043-427c-ad8c-829b164f7088,"Fri, 20 May 2005 03:42:37 -0400","<p>Joanne, this is a high priority one.  </p>",169476,6164fa3472f6970069bb7114,"Fri, 20 May 2005 07:50:45 -0400","<p>You can still add new tools into this page, although the page shows a wrong message. Clicking the ""new tools"" button on the top will show you the interface of adding a new tool.</p>

<p>So my understanding of this ticket is, to show the proper message when there is no tool existing in the current page. <br/>
How about this: ""There are no tools defined in this page. Click the 'New Tool' button to add one. ""?</p>

<p>-Joanne</p>",35347,6164fa3472f6970069bb7114,"Fri, 20 May 2005 08:16:47 -0400","<p>Fix was checked in. A proper message would be displayed when no tools exist in the page. </p>

<p>Joanne</p>",,Development,customfield_10000,com.atlassian.jira.plugins.jira-development-integration-plugin:devsummarycf,Rank,0|104z3s:,customfield_10019,com.pyxis.greenhopper.jira:gh-lexo-rank,Sprint,customfield_10020,com.pyxis.greenhopper.jira:gh-sprint,[CHART] Date of First Response,"Fri, 20 May 2005 07:42:37 +0000",customfield_10024,com.atlassian.jira.ext.charting:firstresponsedate,[CHART] Time in Status,customfield_10025,com.atlassian.jira.ext.charting:timeinstatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[SAK-965] JavaScript Error: Permission Denied when loading SAMigo Tool,https://sakaiproject.atlassian.net/browse/SAK-965,10057,SAK,Sakai,"<p>I created a new project site and added the SAMigo tool.  When I click on that tool, I get a JavaScript error which I believe is from some code that the Charon portal is running to resize the window.  Here is the error:</p>

<p>Line: 241<br/>
Char: 3<br/>
Error: Permission Denied<br/>
Code: 0<br/>
URL: <a href=""http://nightly2.sakaiproject.org/portal/tool/848bede0-ad35-41c8-80f9-86ea9c2c34b2/jsf/index/mainIndex"" class=""external-link"" rel=""nofollow noreferrer"">http://nightly2.sakaiproject.org/portal/tool/848bede0-ad35-41c8-80f9-86ea9c2c34b2/jsf/index/mainIndex</a></p>

<p>This error does not occur under Firefox.  I think we are bumping into the IE security model somehow.  Thanks, L</p>",Windows XP SP2; Internet Explorer,19816,SAK-965,JavaScript Error: Permission Denied when loading SAMigo Tool,10007,https://sakaiproject.atlassian.net/secure/viewavatar?size=medium&avatarId=10303&avatarType=issuetype,Bug,10000,https://sakaiproject.atlassian.net/images/icons/priorities/blocker.svg,Blocker,6,https://sakaiproject.atlassian.net/images/icons/statuses/closed.png,"The issue is considered finished, the resolution is correct. Issues which are closed can be reopened.",Closed,3,done,green,10000,Fixed,6164f74278e5e40070cd2c95,Margaret Petit,557058:3c3ec54d-a25d-4fc8-89c6-f010a2249280,Lance Speelmon,"Thu, 19 May 2005 13:36:03 -0400","Fri, 27 Apr 2018 12:42:52 -0400","Thu, 2 Jun 2005 19:28:40 -0400",2.0,2.0,Tests & Quizzes (Samigo),0,3,52230,557058:3c3ec54d-a25d-4fc8-89c6-f010a2249280,"Thu, 19 May 2005 13:59:05 -0400","<p>FYI, this issue is not specfic to SAMigo.  I got this same error when I was testing the Profile Tool. I think it is the code that tries to resize the frame.  L</p>",136345,557058:3c3ec54d-a25d-4fc8-89c6-f010a2249280,"Wed, 1 Jun 2005 06:42:41 -0400","<p>Jon, I am still seeing this error under 2.0.0a4 on whisk this morning.  Could you take another look?  Thanks, L</p>",69493,557058:3c3ec54d-a25d-4fc8-89c6-f010a2249280,"Thu, 2 Jun 2005 09:17:03 -0400","<p>This is not fixed in a4; that is why I had it marked as fix version of 2.0.  Thanks, L</p>",,Development,customfield_10000,com.atlassian.jira.plugins.jira-development-integration-plugin:devsummarycf,Rank,0|104z4g:,customfield_10019,com.pyxis.greenhopper.jira:gh-lexo-rank,Sprint,customfield_10020,com.pyxis.greenhopper.jira:gh-sprint,[CHART] Date of First Response,"Thu, 2 Jun 2005 13:43:40 +0000",customfield_10024,com.atlassian.jira.ext.charting:firstresponsedate,[CHART] Time in Status,customfield_10025,com.atlassian.jira.ext.charting:timeinstatus,153110,6164e7347a6be4007159dfc0,"Thu, 2 Jun 2005 09:43:40 -0400","<p>Lance,</p>

<p>I don't see the bug on nightly, and I'm also using XP Service Pack 2.</p>

<p>Can you check your IE security settings?</p>

<p>What zone is the site in?  On my machine its in the ""Internet"" zone.  When I go to ""Tools"", ""Internet Options..."", ""Security"", ""Custom level..."", I see that I'm using the ""Medium"" security level.  Are you using some other setting, such as ""High"", or your own tweaked security?</p>

<p>Can you try resetting your security to ""Medium"", and see if that fixes it?</p>

<p>Maybe we can narrow this down to a particular security setting that Sakai is tripping in IE Windows.</p>",169767,557058:3c3ec54d-a25d-4fc8-89c6-f010a2249280,"Thu, 2 Jun 2005 09:47:59 -0400",<p>I am not seeing the problem on nightly2.  However I am seeing it on the STABLE Oracle instance.  L</p>,103114,557058:3c3ec54d-a25d-4fc8-89c6-f010a2249280,"Thu, 2 Jun 2005 19:28:40 -0400","<p>I have verified this from another XPSP2 machine and it works fine.  There seems to be an issue with my local IE install (maybe google or msn toolbar?).  This is ready for QA verification.  Thanks, L</p>",35708,6164f74278e5e40070cd2c95,"Fri, 3 Jun 2005 14:01:57 -0400",<p>I'm not able to reproduce this in either IE or Firefox on on the oracle stable build. It sounds like this was a specific issue with Lance's machine. </p>,Duplicate,59291,SAK-964,is duplicated by,10002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
