title,link,project/_id,project/_key,project/__text,description,environment,key/_id,key/__text,summary,type/_id,type/_iconUrl,type/__text,priority/_id,priority/_iconUrl,priority/__text,status/_id,status/_iconUrl,status/_description,status/__text,statusCategory/_id,statusCategory/_key,statusCategory/_colorName,resolution/_id,resolution/__text,assignee/_accountid,assignee/__text,reporter/_accountid,reporter/__text,created,updated,version/0,component/0,votes,watches,customfields/customfield/0/customfieldname,customfields/customfield/0/_id,customfields/customfield/0/_key,customfields/customfield/1/customfieldname,customfields/customfield/1/customfieldvalues/customfieldvalue,customfields/customfield/1/_id,customfields/customfield/1/_key,customfields/customfield/2/customfieldname,customfields/customfield/2/_id,customfields/customfield/2/_key,resolved,component/1,component/2,component/3,customfields/customfield/1/customfieldvalues/customfieldvalue/_key,customfields/customfield/1/customfieldvalues/customfieldvalue/__cdata,customfields/customfield/2/customfieldvalues/customfieldvalue,customfields/customfield/3/customfieldname,customfields/customfield/3/_id,customfields/customfield/3/_key,customfields/customfield/4/customfieldname,customfields/customfield/4/_id,customfields/customfield/4/_key,parent/_id,parent/__text,fixVersion/0,fixVersion/1,comments/comment/0/_id,comments/comment/0/_author,comments/comment/0/_created,comments/comment/0/__text,comments/comment/1/_id,comments/comment/1/_author,comments/comment/1/_created,comments/comment/1/__text,comments/comment/2/_id,comments/comment/2/_author,comments/comment/2/_created,comments/comment/2/__text,customfields/customfield/3/customfieldvalues/customfieldvalue,issuelinks/issuelinktype/0/name,issuelinks/issuelinktype/0/outwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/0/outwardlinks/_description,issuelinks/issuelinktype/0/_id,attachments/attachment/0/_id,attachments/attachment/0/_name,attachments/attachment/0/_size,attachments/attachment/0/_author,attachments/attachment/0/_created,comments/comment/3/_id,comments/comment/3/_author,comments/comment/3/_created,comments/comment/3/__text,comments/comment/4/_id,comments/comment/4/_author,comments/comment/4/_created,comments/comment/4/__text,comments/comment/5/_id,comments/comment/5/_author,comments/comment/5/_created,comments/comment/5/__text,comments/comment/6/_id,comments/comment/6/_author,comments/comment/6/_created,comments/comment/6/__text,comments/comment/7/_id,comments/comment/7/_author,comments/comment/7/_created,comments/comment/7/__text,issuelinks/issuelinktype/0/outwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/1/issuekey/__text,issuelinks/issuelinktype/0/inwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/0/inwardlinks/_description,issuelinks/issuelinktype/1/name,issuelinks/issuelinktype/1/outwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/1/outwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/1/outwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/1/outwardlinks/issuelink/1/issuekey/__text,issuelinks/issuelinktype/1/outwardlinks/_description,issuelinks/issuelinktype/1/inwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/_description,issuelinks/issuelinktype/1/_id,attachments/attachment/1/_id,attachments/attachment/1/_name,attachments/attachment/1/_size,attachments/attachment/1/_author,attachments/attachment/1/_created,attachments/attachment/2/_id,attachments/attachment/2/_name,attachments/attachment/2/_size,attachments/attachment/2/_author,attachments/attachment/2/_created,issuelinks/issuelinktype/1/inwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/1/issuekey/__text,issuelinks/issuelinktype/0/inwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/1/issuekey/__text,customfields/customfield/0/customfieldvalues/customfieldvalue/_key,customfields/customfield/0/customfieldvalues/customfieldvalue/__cdata,customfields/customfield/4/customfieldvalues/customfieldvalue,customfields/customfield/5/customfieldname,customfields/customfield/5/_id,customfields/customfield/5/_key,labels/label/0,labels/label/1,issuelinks/issuelinktype/0/outwardlinks/issuelink/2/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/2/issuekey/__text,version/1,labels/label/2,version/2,version/3,version/4,version/5,timespent/_seconds,timespent/__text,attachments/attachment/3/_id,attachments/attachment/3/_name,attachments/attachment/3/_size,attachments/attachment/3/_author,attachments/attachment/3/_created,comments/comment/8/_id,comments/comment/8/_author,comments/comment/8/_created,comments/comment/8/__text,comments/comment/9/_id,comments/comment/9/_author,comments/comment/9/_created,comments/comment/9/__text,customfields/customfield/5/customfieldvalues/customfieldvalue,customfields/customfield/6/customfieldname,customfields/customfield/6/_id,customfields/customfield/6/_key,comments/comment/10/_id,comments/comment/10/_author,comments/comment/10/_created,comments/comment/10/__text,comments/comment/11/_id,comments/comment/11/_author,comments/comment/11/_created,comments/comment/11/__text,comments/comment/12/_id,comments/comment/12/_author,comments/comment/12/_created,comments/comment/12/__text,comments/comment/13/_id,comments/comment/13/_author,comments/comment/13/_created,comments/comment/13/__text,subtasks/subtask/0/_id,subtasks/subtask/0/__text,customfields/customfield/2/customfieldvalues/customfieldvalue/_key,customfields/customfield/2/customfieldvalues/customfieldvalue/__cdata,customfields/customfield/6/customfieldvalues/customfieldvalue,customfields/customfield/7/customfieldname,customfields/customfield/7/_id,customfields/customfield/7/_key,comments/comment/14/_id,comments/comment/14/_author,comments/comment/14/_created,comments/comment/14/__text,comments/comment/15/_id,comments/comment/15/_author,comments/comment/15/_created,comments/comment/15/__text,comments/comment/16/_id,comments/comment/16/_author,comments/comment/16/_created,comments/comment/16/__text,comments/comment/17/_id,comments/comment/17/_author,comments/comment/17/_created,comments/comment/17/__text,comments/comment/18/_id,comments/comment/18/_author,comments/comment/18/_created,comments/comment/18/__text,comments/comment/19/_id,comments/comment/19/_author,comments/comment/19/_created,comments/comment/19/__text,comments/comment/20/_id,comments/comment/20/_author,comments/comment/20/_created,comments/comment/20/__text,comments/comment/21/_id,comments/comment/21/_author,comments/comment/21/_created,comments/comment/21/__text,comments/comment/22/_id,comments/comment/22/_author,comments/comment/22/_created,comments/comment/22/__text,comments/comment/23/_id,comments/comment/23/_author,comments/comment/23/_created,comments/comment/23/__text,comments/comment/24/_id,comments/comment/24/_author,comments/comment/24/_created,comments/comment/24/__text,comments/comment/25/_id,comments/comment/25/_author,comments/comment/25/_created,comments/comment/25/__text,issuelinks/issuelinktype/1/outwardlinks/issuelink/2/issuekey/_id,issuelinks/issuelinktype/1/outwardlinks/issuelink/2/issuekey/__text,issuelinks/issuelinktype/1/outwardlinks/issuelink/3/issuekey/_id,issuelinks/issuelinktype/1/outwardlinks/issuelink/3/issuekey/__text,issuelinks/issuelinktype/1/outwardlinks/issuelink/4/issuekey/_id,issuelinks/issuelinktype/1/outwardlinks/issuelink/4/issuekey/__text,attachments/attachment/4/_id,attachments/attachment/4/_name,attachments/attachment/4/_size,attachments/attachment/4/_author,attachments/attachment/4/_created,attachments/attachment/5/_id,attachments/attachment/5/_name,attachments/attachment/5/_size,attachments/attachment/5/_author,attachments/attachment/5/_created,attachments/attachment/6/_id,attachments/attachment/6/_name,attachments/attachment/6/_size,attachments/attachment/6/_author,attachments/attachment/6/_created,attachments/attachment/7/_id,attachments/attachment/7/_name,attachments/attachment/7/_size,attachments/attachment/7/_author,attachments/attachment/7/_created,attachments/attachment/8/_id,attachments/attachment/8/_name,attachments/attachment/8/_size,attachments/attachment/8/_author,attachments/attachment/8/_created,issuelinks/issuelinktype/2/name,issuelinks/issuelinktype/2/inwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/2/inwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/2/inwardlinks/_description,issuelinks/issuelinktype/2/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/2/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/2/issuekey/__text,labels/label/3,issuelinks/issuelinktype/2/outwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/2/outwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/2/outwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/2/outwardlinks/issuelink/1/issuekey/__text,issuelinks/issuelinktype/2/outwardlinks/issuelink/2/issuekey/_id,issuelinks/issuelinktype/2/outwardlinks/issuelink/2/issuekey/__text,issuelinks/issuelinktype/2/outwardlinks/_description,issuelinks/issuelinktype/2/inwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/2/inwardlinks/issuelink/1/issuekey/__text,issuelinks/issuelinktype/2/inwardlinks/issuelink/2/issuekey/_id,issuelinks/issuelinktype/2/inwardlinks/issuelink/2/issuekey/__text,comments/comment/26/_id,comments/comment/26/_author,comments/comment/26/_created,comments/comment/26/__text,comments/comment/27/_id,comments/comment/27/_author,comments/comment/27/_created,comments/comment/27/__text,comments/comment/28/_id,comments/comment/28/_author,comments/comment/28/_created,comments/comment/28/__text,comments/comment/29/_id,comments/comment/29/_author,comments/comment/29/_created,comments/comment/29/__text,comments/comment/30/_id,comments/comment/30/_author,comments/comment/30/_created,comments/comment/30/__text,comments/comment/31/_id,comments/comment/31/_author,comments/comment/31/_created,comments/comment/31/__text,comments/comment/32/_id,comments/comment/32/_author,comments/comment/32/_created,comments/comment/32/__text,comments/comment/33/_id,comments/comment/33/_author,comments/comment/33/_created,comments/comment/33/__text,labels/label/4,subtasks/subtask/1/_id,subtasks/subtask/1/__text,subtasks/subtask/2/_id,subtasks/subtask/2/__text,subtasks/subtask/3/_id,subtasks/subtask/3/__text,subtasks/subtask/4/_id,subtasks/subtask/4/__text,fixVersion/2,issuelinks/issuelinktype/0/inwardlinks/issuelink/3/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/3/issuekey/__text,attachments/attachment/9/_id,attachments/attachment/9/_name,attachments/attachment/9/_size,attachments/attachment/9/_author,attachments/attachment/9/_created,attachments/attachment/10/_id,attachments/attachment/10/_name,attachments/attachment/10/_size,attachments/attachment/10/_author,attachments/attachment/10/_created,issuelinks/issuelinktype/0/outwardlinks/issuelink/3/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/3/issuekey/__text,issuelinks/issuelinktype/0/outwardlinks/issuelink/4/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/4/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/issuelink/2/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/2/issuekey/__text,attachments/attachment/11/_id,attachments/attachment/11/_name,attachments/attachment/11/_size,attachments/attachment/11/_author,attachments/attachment/11/_created,attachments/attachment/12/_id,attachments/attachment/12/_name,attachments/attachment/12/_size,attachments/attachment/12/_author,attachments/attachment/12/_created,attachments/attachment/13/_id,attachments/attachment/13/_name,attachments/attachment/13/_size,attachments/attachment/13/_author,attachments/attachment/13/_created,attachments/attachment/14/_id,attachments/attachment/14/_name,attachments/attachment/14/_size,attachments/attachment/14/_author,attachments/attachment/14/_created,attachments/attachment/15/_id,attachments/attachment/15/_name,attachments/attachment/15/_size,attachments/attachment/15/_author,attachments/attachment/15/_created,issuelinks/issuelinktype/0/inwardlinks/issuelink/4/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/4/issuekey/__text,aggregatetimespent/_seconds,aggregatetimespent/__text,labels/label/5,issuelinks/issuelinktype/2/outwardlinks/issuelink/3/issuekey/_id,issuelinks/issuelinktype/2/outwardlinks/issuelink/3/issuekey/__text,issuelinks/issuelinktype/2/inwardlinks/issuelink/3/issuekey/_id,issuelinks/issuelinktype/2/inwardlinks/issuelink/3/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/issuelink/3/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/3/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/issuelink/4/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/4/issuekey/__text,component/4,issuelinks/issuelinktype/0/outwardlinks/issuelink/5/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/5/issuekey/__text,issuelinks/issuelinktype/0/outwardlinks/issuelink/6/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/6/issuekey/__text,issuelinks/issuelinktype/0/outwardlinks/issuelink/7/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/7/issuekey/__text,issuelinks/issuelinktype/0/outwardlinks/issuelink/8/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/8/issuekey/__text,issuelinks/issuelinktype/0/outwardlinks/issuelink/9/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/9/issuekey/__text,subtasks/subtask/5/_id,subtasks/subtask/5/__text,subtasks/subtask/6/_id,subtasks/subtask/6/__text,subtasks/subtask/7/_id,subtasks/subtask/7/__text,subtasks/subtask/8/_id,subtasks/subtask/8/__text,subtasks/subtask/9/_id,subtasks/subtask/9/__text,subtasks/subtask/10/_id,subtasks/subtask/10/__text,subtasks/subtask/11/_id,subtasks/subtask/11/__text,subtasks/subtask/12/_id,subtasks/subtask/12/__text,subtasks/subtask/13/_id,subtasks/subtask/13/__text,subtasks/subtask/14/_id,subtasks/subtask/14/__text,subtasks/subtask/15/_id,subtasks/subtask/15/__text,subtasks/subtask/16/_id,subtasks/subtask/16/__text,subtasks/subtask/17/_id,subtasks/subtask/17/__text,subtasks/subtask/18/_id,subtasks/subtask/18/__text,subtasks/subtask/19/_id,subtasks/subtask/19/__text,subtasks/subtask/20/_id,subtasks/subtask/20/__text,subtasks/subtask/21/_id,subtasks/subtask/21/__text,subtasks/subtask/22/_id,subtasks/subtask/22/__text,subtasks/subtask/23/_id,subtasks/subtask/23/__text,subtasks/subtask/24/_id,subtasks/subtask/24/__text,subtasks/subtask/25/_id,subtasks/subtask/25/__text,subtasks/subtask/26/_id,subtasks/subtask/26/__text,subtasks/subtask/27/_id,subtasks/subtask/27/__text,subtasks/subtask/28/_id,subtasks/subtask/28/__text,subtasks/subtask/29/_id,subtasks/subtask/29/__text,subtasks/subtask/30/_id,subtasks/subtask/30/__text,subtasks/subtask/31/_id,subtasks/subtask/31/__text,subtasks/subtask/32/_id,subtasks/subtask/32/__text,subtasks/subtask/33/_id,subtasks/subtask/33/__text,subtasks/subtask/34/_id,subtasks/subtask/34/__text,subtasks/subtask/35/_id,subtasks/subtask/35/__text,subtasks/subtask/36/_id,subtasks/subtask/36/__text,subtasks/subtask/37/_id,subtasks/subtask/37/__text,subtasks/subtask/38/_id,subtasks/subtask/38/__text,subtasks/subtask/39/_id,subtasks/subtask/39/__text,subtasks/subtask/40/_id,subtasks/subtask/40/__text,subtasks/subtask/41/_id,subtasks/subtask/41/__text,subtasks/subtask/42/_id,subtasks/subtask/42/__text,subtasks/subtask/43/_id,subtasks/subtask/43/__text,subtasks/subtask/44/_id,subtasks/subtask/44/__text,subtasks/subtask/45/_id,subtasks/subtask/45/__text,subtasks/subtask/46/_id,subtasks/subtask/46/__text,subtasks/subtask/47/_id,subtasks/subtask/47/__text,subtasks/subtask/48/_id,subtasks/subtask/48/__text,subtasks/subtask/49/_id,subtasks/subtask/49/__text,subtasks/subtask/50/_id,subtasks/subtask/50/__text,subtasks/subtask/51/_id,subtasks/subtask/51/__text
[SAK-31410] Assignments associated with the same GBNG item automatically given same grade,https://sakaiproject.atlassian.net/browse/SAK-31410,10057,SAK,Sakai,"<p>If multiple assignments are associated with the same GBNG item, instructor is not able to set different grades for each assignment. A change to either grade is automatically reflected in both.</p>

<p>To Reproduce:</p>
<ol>
	<li>Create a GBNG item</li>
	<li>Create an assignment and associate it with that GBNG item</li>
	<li>Create another assignment and associate it with the same GBNG item</li>
	<li>In Assignments, click Grade under first assignment</li>
	<li>Assign a grade</li>
	<li>Click Save and Release to Student</li>
	<li>Click Assignments List</li>
	<li>Click Grade under second assignment</li>
	<li>Note grade is shown but status is 'No Submission' or 'Ungraded' (varies if student has submitted assignment)</li>
	<li>Change the grade, then click Save and Release to Student</li>
	<li>Click Grade Report - note both have grade from the previous step (10)</li>
</ol>","<a href=""https://trunk-mysql.nightly.sakaiproject.org/portal/"">https://trunk-mysql.nightly.sakaiproject.org/portal/</a>",32006,SAK-31410,Assignments associated with the same GBNG item automatically given same grade,10007,https://sakaiproject.atlassian.net/secure/viewavatar?size=medium&avatarId=10303&avatarType=issuetype,Bug,10002,https://sakaiproject.atlassian.net/images/icons/priorities/major.svg,Major,10000,https://sakaiproject.atlassian.net/images/icons/statuses/generic.png,"Issue has been created but has not yet been reviewed and validated, should not be worked on yet (Migrated on 12 Oct 2021 03:05 UTC)",Awaiting Review,2,new,blue-gray,-1,Unresolved,6164d8abc7bea400699b1b9e,Core Team,70121:9335f09f-0d23-4a59-9aac-ba36f9cb223a,Molly Kelsey,"Thu, 23 Jun 2016 05:37:48 -0400","Thu, 23 Jun 2016 05:38:05 -0400",11.0,Assignments,0,2,Development,customfield_10000,com.atlassian.jira.plugins.jira-development-integration-plugin:devsummarycf,Rank,0|1094z4:,customfield_10019,com.pyxis.greenhopper.jira:gh-lexo-rank,Sprint,customfield_10020,com.pyxis.greenhopper.jira:gh-sprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[SAK-31409] Change the default configuration in sakai 11.0 so that the option for users to generate a private URL for their My Workspace (Home) 'collated calendar' is enabled by default,https://sakaiproject.atlassian.net/browse/SAK-31409,10057,SAK,Sakai,"<p>Change the *default *configuration in Sakai 11.0 so that the option to allow all users to 'privately' publish (the 'Publish (Private)' button) site calendars is always shown in My Workspace and exports all the users collated calendars in one feed. This property is called 'ical.myworkspace.auto.export'.</p>

<p>This is notably distinct from the 'Publish (Public)' facility as the URL that is generated here is un-guessable and is NOT meant for public circulation. If compromised, it can be regenerated. It means that users can subscribe to their My Workspace (ahem, sorry,  'Home') Calendar which, of course, includes a collated view of all their sakai site calendars.</p>",,27573,SAK-31409,Change the default configuration in sakai 11.0 so that the option for users to generate a private URL for their My Workspace (Home) 'collated calendar' is enabled by default,10012,https://sakaiproject.atlassian.net/secure/viewavatar?size=medium&avatarId=10315&avatarType=issuetype,Feature Request,10002,https://sakaiproject.atlassian.net/images/icons/priorities/major.svg,Major,6,https://sakaiproject.atlassian.net/images/icons/statuses/closed.png,"The issue is considered finished, the resolution is correct. Issues which are closed can be reopened.",Closed,3,done,green,10002,Non-Issue,6164d8abc7bea400699b1b9e,Core Team,557058:5e9b51e2-3d91-4079-943a-ed719d119ea1,Adam Marshall,"Thu, 23 Jun 2016 05:06:42 -0400","Mon, 29 Aug 2016 07:21:35 -0400",11.0,Calendar,0,2,Development,customfield_10000,com.atlassian.jira.plugins.jira-development-integration-plugin:devsummarycf,Property addition/change required,,customfield_10129,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,Rank,customfield_10019,com.pyxis.greenhopper.jira:gh-lexo-rank,"Fri, 24 Jun 2016 02:26:56 -0400",Calendar Summary,Global,My Workspace,10690,Yes,0|1094zc:,Sprint,customfield_10020,com.pyxis.greenhopper.jira:gh-sprint,[CHART] Time in Status,customfield_10025,com.atlassian.jira.ext.charting:timeinstatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[SAK-31408] Division by zero in conversion script,https://sakaiproject.atlassian.net/browse/SAK-31408,10057,SAK,Sakai,"<p>Exception in thread ""main"" java.lang.RuntimeException: java.lang.ArithmeticException: / by zero<br/>
        at org.sakaiproject.user.util.ConvertUserFavoriteSitesSakai11.main(ConvertUserFavoriteSitesSakai11.java:124)<br/>
Caused by: java.lang.ArithmeticException: / by zero<br/>
        at org.sakaiproject.user.util.ConvertUserFavoriteSitesSakai11$ProgressCounter.tick(ConvertUserFavoriteSitesSakai11.java:286)<br/>
        at org.sakaiproject.user.util.ConvertUserFavoriteSitesSakai11.migrateFavoriteSites(ConvertUserFavoriteSitesSakai11.java:188)<br/>
        at org.sakaiproject.user.util.ConvertUserFavoriteSitesSakai11.main(ConvertUserFavoriteSitesSakai11.java:119)</p>",,23107,SAK-31408,Division by zero in conversion script,10026,https://sakaiproject.atlassian.net/secure/viewavatar?size=medium&avatarId=10300&avatarType=issuetype,Sub-task,10000,https://sakaiproject.atlassian.net/images/icons/priorities/blocker.svg,Blocker,10025,https://sakaiproject.atlassian.net/images/icons/statuses/generic.png,Indicates QA is complete and an issue has been tested and verified (Migrated on 12 Oct 2021 03:05 UTC),Verified,3,done,green,10000,Fixed,6164e53cc669a60069cbc87e,Mark Triggs,557058:48227012-f9a6-40a4-97e6-94c8ef57f33e,Sam Ottenhoff,"Thu, 23 Jun 2016 05:00:34 -0400","Thu, 7 Jul 2016 11:17:44 -0400",11.0,Preferences,0,3,Development,customfield_10000,com.atlassian.jira.plugins.jira-development-integration-plugin:devsummarycf,Rank,0|1094zk:,customfield_10019,com.pyxis.greenhopper.jira:gh-lexo-rank,Sprint,customfield_10020,com.pyxis.greenhopper.jira:gh-sprint,"Fri, 24 Jun 2016 04:11:37 -0400",,,,,,,[CHART] Date of First Response,customfield_10024,com.atlassian.jira.ext.charting:firstresponsedate,[CHART] Time in Status,customfield_10025,com.atlassian.jira.ext.charting:timeinstatus,58019,SAK-30593,11.0,12.0,91252,6164e53cc669a60069cbc87e,"Thu, 23 Jun 2016 15:45:10 -0400","<p>Here's an alternate commit to simplify the notification logic.  It really didn't need to be as complicated as I'd made it <img class=""emoticon"" src=""/images/icons/emoticons/smile.png"" height=""16"" width=""16"" align=""absmiddle"" alt="""" border=""0""/></p>

<p><a href=""https://github.com/sakaiproject/sakai/pull/2918"" class=""external-link"" rel=""nofollow noreferrer"">https://github.com/sakaiproject/sakai/pull/2918</a></p>",57573,70121:ec0fd122-4a2d-4492-a966-78d3f9aa9080,"Tue, 5 Jul 2016 14:08:35 -0400",<p>Marking as blocker since parent is a blocker</p>,191359,557058:7074e357-325c-4f04-880f-321ecd7c7dc5,"Wed, 6 Jul 2016 04:38:24 -0400",<p>How do we get this Verified ? Test Plan?</p>,"Thu, 23 Jun 2016 19:45:10 +0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
