title,link,project/_id,project/_key,project/__text,description,environment,key/_id,key/__text,summary,type/_id,type/_iconUrl,type/__text,priority/_id,priority/_iconUrl,priority/__text,status/_id,status/_iconUrl,status/_description,status/__text,statusCategory/_id,statusCategory/_key,statusCategory/_colorName,resolution/_id,resolution/__text,assignee/_username,assignee/__text,reporter/_username,reporter/__text,created,updated,component/0,due,votes,watches,comments/comment/0/_id,comments/comment/0/_author,comments/comment/0/_created,comments/comment/0/__text,comments/comment/1/_id,comments/comment/1/_author,comments/comment/1/_created,comments/comment/1/__text,comments/comment/2/_id,comments/comment/2/_author,comments/comment/2/_created,comments/comment/2/__text,comments/comment/3/_id,comments/comment/3/_author,comments/comment/3/_created,comments/comment/3/__text,comments/comment/4/_id,comments/comment/4/_author,comments/comment/4/_created,comments/comment/4/__text,customfields/customfield/0/customfieldname,customfields/customfield/0/_id,customfields/customfield/0/_key,customfields/customfield/1/customfieldname,customfields/customfield/1/customfieldvalues/customfieldvalue,customfields/customfield/1/_id,customfields/customfield/1/_key,customfields/customfield/2/customfieldname,customfields/customfield/2/customfieldvalues/customfieldvalue,customfields/customfield/2/_id,customfields/customfield/2/_key,customfields/customfield/3/customfieldname,customfields/customfield/3/customfieldvalues/customfieldvalue,customfields/customfield/3/_id,customfields/customfield/3/_key,customfields/customfield/4/customfieldname,customfields/customfield/4/customfieldvalues/customfieldvalue,customfields/customfield/4/_id,customfields/customfield/4/_key,labels/label/0,labels/label/1,comments/comment/5/_id,comments/comment/5/_author,comments/comment/5/_created,comments/comment/5/__text,comments/comment/6/_id,comments/comment/6/_author,comments/comment/6/_created,comments/comment/6/__text,issuelinks/issuelinktype/0/name,issuelinks/issuelinktype/0/outwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/0/outwardlinks/_description,issuelinks/issuelinktype/0/_id,timeestimate/_seconds,timeestimate/__text,timespent/_seconds,timespent/__text,comments/comment/7/_id,comments/comment/7/_author,comments/comment/7/_created,comments/comment/7/__text,issuelinks/issuelinktype/0/inwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/0/inwardlinks/_description,comments/comment/8/_id,comments/comment/8/_author,comments/comment/8/_created,comments/comment/8/__text,comments/comment/9/_id,comments/comment/9/_author,comments/comment/9/_created,comments/comment/9/__text,comments/comment/10/_id,comments/comment/10/_author,comments/comment/10/_created,comments/comment/10/__text,attachments/attachment/0/_id,attachments/attachment/0/_name,attachments/attachment/0/_size,attachments/attachment/0/_author,attachments/attachment/0/_created,subtasks/subtask/0/_id,subtasks/subtask/0/__text,subtasks/subtask/1/_id,subtasks/subtask/1/__text,subtasks/subtask/2/_id,subtasks/subtask/2/__text,subtasks/subtask/3/_id,subtasks/subtask/3/__text,subtasks/subtask/4/_id,subtasks/subtask/4/__text,subtasks/subtask/5/_id,subtasks/subtask/5/__text,subtasks/subtask/6/_id,subtasks/subtask/6/__text,subtasks/subtask/7/_id,subtasks/subtask/7/__text,subtasks/subtask/8/_id,subtasks/subtask/8/__text,component/1,version/0,fixVersion,issuelinks/issuelinktype/0/outwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/1/issuekey/__text,issuelinks/issuelinktype/1/name,issuelinks/issuelinktype/1/inwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/1/inwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/1/inwardlinks/_description,issuelinks/issuelinktype/1/_id,issuelinks/issuelinktype/2/name,issuelinks/issuelinktype/2/inwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/2/inwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/2/inwardlinks/_description,issuelinks/issuelinktype/2/_id,comments/comment/11/_id,comments/comment/11/_author,comments/comment/11/_created,comments/comment/11/__text,comments/comment/12/_id,comments/comment/12/_author,comments/comment/12/_created,comments/comment/12/__text,comments/comment/13/_id,comments/comment/13/_author,comments/comment/13/_created,comments/comment/13/__text,comments/comment/14/_id,comments/comment/14/_author,comments/comment/14/_created,comments/comment/14/__text,comments/comment/15/_id,comments/comment/15/_author,comments/comment/15/_created,comments/comment/15/__text,comments/comment/16/_id,comments/comment/16/_author,comments/comment/16/_created,comments/comment/16/__text,comments/comment/17/_id,comments/comment/17/_author,comments/comment/17/_created,comments/comment/17/__text,comments/comment/18/_id,comments/comment/18/_author,comments/comment/18/_created,comments/comment/18/__text,comments/comment/19/_id,comments/comment/19/_author,comments/comment/19/_created,comments/comment/19/__text,comments/comment/20/_id,comments/comment/20/_author,comments/comment/20/_created,comments/comment/20/__text,comments/comment/21/_id,comments/comment/21/_author,comments/comment/21/_created,comments/comment/21/__text,comments/comment/22/_id,comments/comment/22/_author,comments/comment/22/_created,comments/comment/22/__text,comments/comment/23/_id,comments/comment/23/_author,comments/comment/23/_created,comments/comment/23/__text,parent/_id,parent/__text,timeoriginalestimate/_seconds,timeoriginalestimate/__text,labels/label/2,customfields/customfield/2/customfieldvalues/customfieldvalue/_key,customfields/customfield/2/customfieldvalues/customfieldvalue/__cdata,customfields/customfield/5/customfieldname,customfields/customfield/5/customfieldvalues/customfieldvalue,customfields/customfield/5/_id,customfields/customfield/5/_key,component/2,component/3,issuelinks/issuelinktype/0/inwardlinks/issuelink/1/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/1/issuekey/__text,issuelinks/issuelinktype/1/outwardlinks/issuelink/0/issuekey/_id,issuelinks/issuelinktype/1/outwardlinks/issuelink/0/issuekey/__text,issuelinks/issuelinktype/1/outwardlinks/_description,aggregatetimeremainingestimate/_seconds,aggregatetimeremainingestimate/__text,aggregatetimespent/_seconds,aggregatetimespent/__text,subtasks/subtask/9/_id,subtasks/subtask/9/__text,subtasks/subtask/10/_id,subtasks/subtask/10/__text,labels/label/3,labels/label/4,version/1,version/2,version/3,resolved,attachments/attachment/1/_id,attachments/attachment/1/_name,attachments/attachment/1/_size,attachments/attachment/1/_author,attachments/attachment/1/_created,issuelinks/issuelinktype/0/outwardlinks/issuelink/2/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/2/issuekey/__text,issuelinks/issuelinktype/0/outwardlinks/issuelink/3/issuekey/_id,issuelinks/issuelinktype/0/outwardlinks/issuelink/3/issuekey/__text,subtasks/subtask/11/_id,subtasks/subtask/11/__text,subtasks/subtask/12/_id,subtasks/subtask/12/__text,subtasks/subtask/13/_id,subtasks/subtask/13/__text,subtasks/subtask/14/_id,subtasks/subtask/14/__text,subtasks/subtask/15/_id,subtasks/subtask/15/__text,subtasks/subtask/16/_id,subtasks/subtask/16/__text,subtasks/subtask/17/_id,subtasks/subtask/17/__text,subtasks/subtask/18/_id,subtasks/subtask/18/__text,subtasks/subtask/19/_id,subtasks/subtask/19/__text,subtasks/subtask/20/_id,subtasks/subtask/20/__text,issuelinks/issuelinktype/0/inwardlinks/issuelink/2/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/2/issuekey/__text,issuelinks/issuelinktype/0/inwardlinks/issuelink/3/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/3/issuekey/__text,issuelinks/issuelinktype/0/inwardlinks/issuelink/4/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/4/issuekey/__text,issuelinks/issuelinktype/0/inwardlinks/issuelink/5/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/5/issuekey/__text,issuelinks/issuelinktype/0/inwardlinks/issuelink/6/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/6/issuekey/__text,issuelinks/issuelinktype/0/inwardlinks/issuelink/7/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/7/issuekey/__text,issuelinks/issuelinktype/0/inwardlinks/issuelink/8/issuekey/_id,issuelinks/issuelinktype/0/inwardlinks/issuelink/8/issuekey/__text,subtasks/subtask/21/_id,subtasks/subtask/21/__text,version/4,version/5,version/6,version/7,version/8,version/9,version/10,version/11,customfields/customfield/5/customfieldvalues/customfieldvalue/_id,customfields/customfield/5/customfieldvalues/customfieldvalue/__text
"[BEAM-442] Examples demonstrate code, but not project configuration",https://issues.apache.org/jira/browse/BEAM-442,12319527,BEAM,Beam,"<p>Deriving a possible issue from <a href=""http://stackoverflow.com/questions/38317428/how-do-i-resolve-java-lang-nosuchmethoderror-com-google-api-services-dataflow-m"" class=""external-link"" target=""_blank"" rel=""nofollow noopener"">http://stackoverflow.com/questions/38317428/how-do-i-resolve-java-lang-nosuchmethoderror-com-google-api-services-dataflow-m</a></p>

<p>The above StackOverflow question illuminates the fact that the Dataflow-examples repository is not a demonstration of proper project configuration, but only code. Today there is not a separate examples repository for Beam, but just an examples module, so the issue is not highlighted.</p>

<p>It is probably quite useful to have a starter project that actually has the dependencies set up correctly, not referencing the Beam parent pom, so users can clone it and get started. It could be in a separate repository or not - that aspect is actually orthogonal IMO.</p>",,12988515,BEAM-442,"Examples demonstrate code, but not project configuration",4,https://issues.apache.org/jira/secure/viewavatar?size=xsmall&avatarId=21140&avatarType=issuetype,Improvement,10103,https://issues.apache.org/jira/images/icons/priorities/minor.svg,P3,1,https://issues.apache.org/jira/images/icons/statuses/open.png,The issue is open and ready for the assignee to start work on it.,Open,2,new,blue-gray,-1,Unresolved,-1,Unassigned,kenn,Kenneth Knowles,"Tue, 12 Jul 2016 02:29:51 +0000","Thu, 25 Jun 2020 17:26:24 +0000",examples-java,,1,3,15372949,lcwik,"Tue, 12 Jul 2016 14:23:09 +0000",<p>How is this different from the Maven archetypes that you can use to create a starter / examples project?</p>,15373102,swast,"Tue, 12 Jul 2016 15:42:58 +0000","<p>An archetype would work, but the examples should describe how to run the archetype.</p>

<p>Ideally, I'd be able to copy the example directly (and use my own parent), though, especially if I wanted to do something similar to what the example is showing.</p>",15373662,kenn,"Tue, 12 Jul 2016 20:51:55 +0000","<p>Here is how they are different: One is a git repo and one is an archetype <img class=""emoticon"" src=""https://issues.apache.org/jira/images/icons/emoticons/smile.png"" height=""16"" width=""16"" align=""absmiddle"" alt="""" border=""0""/></p>

<p>I assume you mean ""what are the important differences in how they might be used?"". A high level difference, which is already enough for me, is that one you clone &amp; modify and the other you instantiate by providing parameters. So in my opinion, the repo is far simpler and more effective as a demonstration since it is already instantiated. It also uses more commonplace tooling (git) with great, readable, integrations (e.g. GitHub).</p>

<p>Probably more importantly, I might refer to the repo on the web as a reference, which I doubt I would ever do with an archetype. I certainly wouldn't want to have to set up a scratch space to instantiate it just to remind myself of some details of its configuration, but the alternative is digging deep into our repo for the archetype. Its just a needless layer of indirection for that use case.</p>

<p>It is true that the bigger problem for Dataflow-examples is that we made a repo but then didn't configure it like a real repo would be configured. In Beam, we haven't made the repo so there's not such a contradiction. But I think that it might be a nice thing to do. Given the choice of both I would choose the repo every time, though maybe other folks prefer maven incantations. They aren't in competition anyhow. We can have both (just instantiate the archetype and push it up) and they serve different purposes.</p>",17132160,beamjirabot,"Wed, 10 Jun 2020 17:26:59 +0000","<p>This issue is P2 but has been unassigned without any comment for 60 days so it has been labeled ""stale-P2"". If this issue is still affecting you, we care! Please comment and remove the label. Otherwise, in 14 days the issue will be moved to P3.</p>

<p>Please see <a href=""https://beam.apache.org/contribute/jira-priorities/"" class=""external-link"" target=""_blank"" rel=""nofollow noopener"">https://beam.apache.org/contribute/jira-priorities/</a> for a detailed explanation of what these priorities mean.</p>",17145652,beamjirabot,"Thu, 25 Jun 2020 17:26:24 +0000","<p>This issue was marked ""stale-P2"" and has not received a public comment in 14 days. It is now automatically moved to P3. If you are still affected by it, you can comment and move it back to P2.</p>",Development,customfield_12314020,com.atlassian.jira.plugins.jira-development-integration-plugin:devsummary,Enable Automatic Patch Review,false,customfield_12313422,com.atlassian.jirafisheyeplugin:jobcheckbox,Global Rank,9223372036854775807,customfield_12310420,com.pyxis.greenhopper.jira:gh-global-rank,Rank,0|i30tsv:,customfield_12311820,com.pyxis.greenhopper.jira:gh-lexo-rank,Rank (Obsolete),9223372036854775807,customfield_12310920,com.pyxis.greenhopper.jira:gh-global-rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[BEAM-490] Swap to using CoGBK as grouping primitive instead of GBK,https://issues.apache.org/jira/browse/BEAM-490,12319527,BEAM,Beam,"<p>The intent is for the semantics of both GBK and CoGBK to be<br/>
unchanged, just swapping their status as primitives.</p>

<p>CoGBK is a more powerful operator then GBK allowing for two key benefits:</p>

<p>1) SDKs are simplified: transforming a CoGBK into a GBK is trivial while the reverse is not.<br/>
2) It will be easier for runners to provide more efficient implementations of CoGBK as they will be responsible for the logic which takes their own internal grouping implementation and maps it onto a CoGBK.</p>

<p>This requires the following modifications to the Beam code base:</p>

<p>1) Make GBK a composite transform in terms of CoGBK.<br/>
2) Move the CoGBK from contrib to runners-core as an adapter*. Runners that more naturally support GBK can just use this and everything executes exactly as before.</p>

<p>*just like GroupByKeyViaGroupByKeyOnly and UnboundedReadFromBoundedSource</p>",,12992582,BEAM-490,Swap to using CoGBK as grouping primitive instead of GBK,4,https://issues.apache.org/jira/secure/viewavatar?size=xsmall&avatarId=21140&avatarType=issuetype,Improvement,10103,https://issues.apache.org/jira/images/icons/priorities/minor.svg,P3,1,https://issues.apache.org/jira/images/icons/statuses/open.png,The issue is open and ready for the assignee to start work on it.,Open,2,new,blue-gray,-1,Unresolved,-1,Unassigned,lcwik,Luke Cwik,"Tue, 26 Jul 2016 13:41:21 +0000","Thu, 25 Jun 2020 17:26:23 +0000",beam-model,,0,6,16845327,iemejia,"Tue, 21 May 2019 22:50:30 +0000","<p>I am curious why this never happened?<br/>
Should we close it?</p>",16846045,lcwik,"Wed, 22 May 2019 16:49:26 +0000",<p>I don't believe it should be closed. It hasn't happened because of higher priorities elsewhere.</p>,17132159,beamjirabot,"Wed, 10 Jun 2020 17:26:59 +0000","<p>This issue is P2 but has been unassigned without any comment for 60 days so it has been labeled ""stale-P2"". If this issue is still affecting you, we care! Please comment and remove the label. Otherwise, in 14 days the issue will be moved to P3.</p>

<p>Please see <a href=""https://beam.apache.org/contribute/jira-priorities/"" class=""external-link"" target=""_blank"" rel=""nofollow noopener"">https://beam.apache.org/contribute/jira-priorities/</a> for a detailed explanation of what these priorities mean.</p>",17145651,beamjirabot,"Thu, 25 Jun 2020 17:26:23 +0000","<p>This issue was marked ""stale-P2"" and has not received a public comment in 14 days. It is now automatically moved to P3. If you are still affected by it, you can comment and move it back to P2.</p>",,,,,Development,customfield_12314020,com.atlassian.jira.plugins.jira-development-integration-plugin:devsummary,Enable Automatic Patch Review,false,customfield_12313422,com.atlassian.jirafisheyeplugin:jobcheckbox,Global Rank,9223372036854775807,customfield_12310420,com.pyxis.greenhopper.jira:gh-global-rank,Rank,0|i31ifj:,customfield_12311820,com.pyxis.greenhopper.jira:gh-lexo-rank,Rank (Obsolete),9223372036854775807,customfield_12310920,com.pyxis.greenhopper.jira:gh-global-rank,backwards-incompatible,portability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[BEAM-497] Modify offset range tracker to use first response as start offset,https://issues.apache.org/jira/browse/BEAM-497,12319527,BEAM,Beam,"<p>Update Python SDK to match <a href=""https://github.com/apache/incubator-beam/pull/515"" class=""external-link"" target=""_blank"" rel=""nofollow noopener"">https://github.com/apache/incubator-beam/pull/515</a></p>",,12993394,BEAM-497,Modify offset range tracker to use first response as start offset,4,https://issues.apache.org/jira/secure/viewavatar?size=xsmall&avatarId=21140&avatarType=issuetype,Improvement,10103,https://issues.apache.org/jira/images/icons/priorities/minor.svg,P3,1,https://issues.apache.org/jira/images/icons/statuses/open.png,The issue is open and ready for the assignee to start work on it.,Open,2,new,blue-gray,-1,Unresolved,-1,Unassigned,chamikara,Chamikara Madhusanka Jayalath,"Thu, 28 Jul 2016 22:51:29 +0000","Thu, 25 Jun 2020 17:26:23 +0000",sdk-py-core,,0,3,17132158,beamjirabot,"Wed, 10 Jun 2020 17:26:59 +0000","<p>This issue is P2 but has been unassigned without any comment for 60 days so it has been labeled ""stale-P2"". If this issue is still affecting you, we care! Please comment and remove the label. Otherwise, in 14 days the issue will be moved to P3.</p>

<p>Please see <a href=""https://beam.apache.org/contribute/jira-priorities/"" class=""external-link"" target=""_blank"" rel=""nofollow noopener"">https://beam.apache.org/contribute/jira-priorities/</a> for a detailed explanation of what these priorities mean.</p>",17145650,beamjirabot,"Thu, 25 Jun 2020 17:26:23 +0000","<p>This issue was marked ""stale-P2"" and has not received a public comment in 14 days. It is now automatically moved to P3. If you are still affected by it, you can comment and move it back to P2.</p>",,,,,,,,,,,,,Development,customfield_12314020,com.atlassian.jira.plugins.jira-development-integration-plugin:devsummary,Enable Automatic Patch Review,false,customfield_12313422,com.atlassian.jirafisheyeplugin:jobcheckbox,Global Rank,9223372036854775807,customfield_12310420,com.pyxis.greenhopper.jira:gh-global-rank,Rank,0|i31nfz:,customfield_12311820,com.pyxis.greenhopper.jira:gh-lexo-rank,Rank (Obsolete),9223372036854775807,customfield_12310920,com.pyxis.greenhopper.jira:gh-global-rank,newbie,starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[BEAM-521] Execute some bounded source reads via composite transform,https://issues.apache.org/jira/browse/BEAM-521,12319527,BEAM,Beam,"<p>The BoundedSource API is intended for cases where the source can provide meaningfull progress, dynamic splitting and size estimation. E.g. it's a good fit for processing a moderate number of large files, or a key-value table.</p>

<p>However, existing runners have scalability limitations on how many bundles a BoundedSource can split into, and this leads to it being a very poor fit for the case of processing many small files: the source ends up splitting in a too large number of bundles (at least 1 per file) overwhelming the runner.</p>

<p>This is a frequent use case, and the power of BoundedSource API is not needed in this case: small files don't need to be dynamically split, progress estimation is not needed, and size estimation is a ""nice-to-have"" but not entirely necessary.</p>

<p>In this case, it'd be better to execute the read not as a raw Read.from(BoundedSource) executed natively by the runner, but as a ParDo(splitIntoBundles) + fusion break + ParDo(read each bundle). That way the bundles end up as a simple PCollection with no scalability limitations, and most likely much smaller per-bundle overhead.</p>

<p>Implementation options:</p>
<ul class=""alternate"" type=""square"">
	<li>The BoundedSource API could provide a hint method telling Read.from() to expand in this way</li>
	<li>Individual connectors, such as TextIO.Read, could switch between expanding into Read.from() or into this composite transform depending on parameters (e.g. TextIO.Read.withCompressionType(GZ) would always expand into the composite transform, because for compressed files BoundedSource API is unnecessary)</li>
	<li>Something else?</li>
</ul>",,12994667,BEAM-521,Execute some bounded source reads via composite transform,4,https://issues.apache.org/jira/secure/viewavatar?size=xsmall&avatarId=21140&avatarType=issuetype,Improvement,10103,https://issues.apache.org/jira/images/icons/priorities/minor.svg,P3,1,https://issues.apache.org/jira/images/icons/statuses/open.png,The issue is open and ready for the assignee to start work on it.,Open,2,new,blue-gray,-1,Unresolved,-1,Unassigned,jkff,Eugene Kirpichov,"Wed, 3 Aug 2016 18:42:43 +0000","Thu, 25 Jun 2020 17:26:23 +0000",runner-core,,0,4,17132157,beamjirabot,"Wed, 10 Jun 2020 17:26:59 +0000","<p>This issue is P2 but has been unassigned without any comment for 60 days so it has been labeled ""stale-P2"". If this issue is still affecting you, we care! Please comment and remove the label. Otherwise, in 14 days the issue will be moved to P3.</p>

<p>Please see <a href=""https://beam.apache.org/contribute/jira-priorities/"" class=""external-link"" target=""_blank"" rel=""nofollow noopener"">https://beam.apache.org/contribute/jira-priorities/</a> for a detailed explanation of what these priorities mean.</p>",17145649,beamjirabot,"Thu, 25 Jun 2020 17:26:23 +0000","<p>This issue was marked ""stale-P2"" and has not received a public comment in 14 days. It is now automatically moved to P3. If you are still affected by it, you can comment and move it back to P2.</p>",,,,,,,,,,,,,Development,customfield_12314020,com.atlassian.jira.plugins.jira-development-integration-plugin:devsummary,Enable Automatic Patch Review,false,customfield_12313422,com.atlassian.jirafisheyeplugin:jobcheckbox,Global Rank,9223372036854775807,customfield_12310420,com.pyxis.greenhopper.jira:gh-global-rank,Rank,0|i31van:,customfield_12311820,com.pyxis.greenhopper.jira:gh-lexo-rank,Rank (Obsolete),9223372036854775807,customfield_12310920,com.pyxis.greenhopper.jira:gh-global-rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[BEAM-581] Support Verifiers in TestFlinkRunner,https://issues.apache.org/jira/browse/BEAM-581,12319527,BEAM,Beam,"<p><a href=""https://issues.apache.org/jira/secure/ViewProfile.jspa?name=jasonkuster"" class=""user-hover"" rel=""jasonkuster"">jasonkuster</a> suggested that we should support verifiers to better support E2E tests.</p>

<p>See <a href=""https://github.com/apache/incubator-beam/blob/master/examples/java/src/test/java/org/apache/beam/examples/WordCountIT.java"" class=""external-link"" target=""_blank"" rel=""nofollow noopener"">https://github.com/apache/incubator-beam/blob/master/examples/java/src/test/java/org/apache/beam/examples/WordCountIT.java</a> for an example of how they're used and <a href=""https://github.com/apache/incubator-beam/blob/master/runners/google-cloud-dataflow-java/src/main/java/org/apache/beam/runners/dataflow/testing/TestDataflowRunner.java"" class=""external-link"" target=""_blank"" rel=""nofollow noopener"">https://github.com/apache/incubator-beam/blob/master/runners/google-cloud-dataflow-java/src/main/java/org/apache/beam/runners/dataflow/testing/TestDataflowRunner.java</a> for how they are implemented in the TestDataflowRunner.</p>",,12999649,BEAM-581,Support Verifiers in TestFlinkRunner,4,https://issues.apache.org/jira/secure/viewavatar?size=xsmall&avatarId=21140&avatarType=issuetype,Improvement,10103,https://issues.apache.org/jira/images/icons/priorities/minor.svg,P3,1,https://issues.apache.org/jira/images/icons/statuses/open.png,The issue is open and ready for the assignee to start work on it.,Open,2,new,blue-gray,-1,Unresolved,-1,Unassigned,aljoscha,Aljoscha Krettek,"Wed, 24 Aug 2016 12:48:50 +0000","Thu, 25 Jun 2020 17:26:22 +0000",runner-flink,,0,2,17132156,beamjirabot,"Wed, 10 Jun 2020 17:26:59 +0000","<p>This issue is P2 but has been unassigned without any comment for 60 days so it has been labeled ""stale-P2"". If this issue is still affecting you, we care! Please comment and remove the label. Otherwise, in 14 days the issue will be moved to P3.</p>

<p>Please see <a href=""https://beam.apache.org/contribute/jira-priorities/"" class=""external-link"" target=""_blank"" rel=""nofollow noopener"">https://beam.apache.org/contribute/jira-priorities/</a> for a detailed explanation of what these priorities mean.</p>",17145646,beamjirabot,"Thu, 25 Jun 2020 17:26:22 +0000","<p>This issue was marked ""stale-P2"" and has not received a public comment in 14 days. It is now automatically moved to P3. If you are still affected by it, you can comment and move it back to P2.</p>",,,,,,,,,,,,,Development,customfield_12314020,com.atlassian.jira.plugins.jira-development-integration-plugin:devsummary,Enable Automatic Patch Review,false,customfield_12313422,com.atlassian.jirafisheyeplugin:jobcheckbox,Global Rank,9223372036854775807,customfield_12310420,com.pyxis.greenhopper.jira:gh-global-rank,Rank,0|i32q13:,customfield_12311820,com.pyxis.greenhopper.jira:gh-lexo-rank,Rank (Obsolete),9223372036854775807,customfield_12310920,com.pyxis.greenhopper.jira:gh-global-rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
