github_number,additions,deletions,changed_files
2779,6,0,2
2886,11,10,1
2823,1,1,1
2789,26,12,2
2936,64,67,2
2877,15,4,3
3254,3,1,1
2801,16,2,1
2794,16,2,1
2797,2,2,1
2802,19,10,5
2804,40,15,1
2874,28,5,5
2817,276,15,10
2811,10,14,6
2905,319,1074,14
2825,1,1,1
2818,6,1,2
4275,1,1,1
2829,10,9,2
2843,109,3,2
2831,4,4,1
2868,307,39,3
2832,197,81,11
3027,1,1,1
2835,32,32,2
2872,2,2,1
2875,1,1,1
2853,14,4,1
2873,8,0,1
2880,24,20,2
2863,204,430,5
3250,32,12,1
2865,5,5,1
2895,2,2,1
2867,2,0,1
2876,26,2,4
2881,34,5,4
2964,2,3,2
2888,17,1,1
2883,85,81,2
2887,3,3,1
2892,4,4,2
2896,12,9,2
2899,3,3,2
2941,205,115,20
4801,6,1800,145
3331,1910,54,36
2910,3,0,1
2918,13,11,1
2929,4,3,3
2926,4,4,3
2925,12,16,4
2944,5,5,2
3169,11,17,4
2973,1,1,1
2916,13,6,2
2921,87,31,1
2923,1,1,1
2928,2,1,2
2974,6,0,1
4224,3,0,1
2930,0,4,1
2990,31,3,4
2934,1,1,1
2937,13,1,1
2938,74,10,4
2945,19,0,1
2946,25,0,6
3000,9,9,1
2959,5,55,2
2960,29,10,1
3166,371,29,14
6934,3,8,2
3279,5,10,2
2976,2,3,1
3202,30,8,2
2980,23,7,2
2981,22,1,2
2987,11,5,2
2999,5,3,2
2995,21,4,7
2991,329,170,9
2998,22,17,1
3798,24,23,2
5363,3,1,1
8122,1,1,1
8087,11,5,1
3003,11,15,1
3009,4,0,2
3007,20,13,5
3008,8,2,2
3850,2,1,1
3020,19,10,4
4571,2,11,1
3016,21,25,15
3023,26,18,6
3026,50,0,2
3068,0,41,1
3032,2,1,1
3854,10,5,1
4682,1,1,1
4273,22,21,1
3045,10,0,1
3037,5,2,2
4276,3,0,1
3363,0,4,1
3042,47,39,2
4471,13,2,2
3047,26,25,1
3043,10,5,2
4816,12,17,6
3377,0,4,1
4831,66,28,8
3046,2,19,2
3051,2,0,1
3062,82,15,3
3058,4,0,1
3061,216,0,8
3073,9,27331,78
3076,9,0,1
4175,523,14,478
3334,12,8,3
3079,3,0,1
3078,6,0,6
3080,13,65,2
3098,11,2,1
3775,33,0,1
1992,18,2,1
3091,2689,14,39
3087,10,6,3
3095,208,98,17
3117,3,0,1
3088,2,2,1
3089,1,1,1
3092,14,108,13
3094,60,0,2
3112,186,15,6
3096,5,14,1
3099,2,2,1
3105,334,54,17
3427,122,0,3
4328,5,9,2
3796,16,7,2
3794,3,3,1
3109,16,8,8
3110,16,8,8
3114,6,0,1
3155,58,3,5
3115,2,2,1
3899,1069,1,179
3820,14,14,2
4322,7,100,3
3402,4,1,2
3399,1,1,1
4482,30,26,4
4480,45,6,3
4606,4,3,1
3404,6,19,2
3414,1,1,1
4323,16,16,6
3487,9,1,3
3786,6,4,1
4369,12,4,2
4329,6,6,2
3821,58,59,5
3486,12,8,2
3499,9,0,2
3494,11,11,1
3140,27,1,4
3118,1,1,1
3122,355,344,2
3124,26,0,2
3126,1,1,1
3132,44,0,3
3245,1,1,1
8476,88,82,1
3137,95,22,5
3148,68,86,8
3136,95,22,5
3138,11,2,1
3146,8,8,1
3162,10,0,2
3142,5,0,1
3143,5,0,1
3147,5,1,1
3160,95,59,5
3182,1,0,1
3161,1,0,1
3168,1,1,1
3167,16,13,2
3184,2,0,1
3170,6,0,1
3171,3,1,1
3215,442,49,10
3175,1,1,1
3177,326,247,49
3183,101,124,7
4973,12,11,1
3185,1,1,1
3522,157,27,1
3189,2,2,1
3220,25,4,1
3190,102,3,2
3574,25,24,3
3192,4,1,1
3422,21,62,16
3357,3,1,1
3193,0,3963,29
3194,2,2,1
3197,21,4,3
3200,3,1,1
3218,0,9,1
3232,5,0,1
3219,17,11,4
4656,8,2,1
3234,185,178,30
3244,33,2,3
3237,14,0,2
3433,24,27,2
3240,89,2,3
3247,6,0,2
3364,1,1,1
6435,19,9,2
6434,52,27,1
4248,4,9,2
3260,0,2,1
3252,4,4,1
3329,4,0,1
3332,1,1,1
3262,24,23,7755
3269,60,3,2
3419,109,141,7
3275,3,3,1
4231,1,1,1
3278,5,2,1
3280,27,17,3
3637,4,2,1
3554,23,10,2
3322,1,1,1
3282,3,8,1
3283,14,129,20
3284,3,16,1
3286,3,3,1
3287,4012,1430,33
3585,1,10,2
3552,10,0,1
3290,13,2,3
3294,44,3,2
3744,46,7,2
3605,9,4,2
3299,0,13,1
3456,1,1,1
3340,1,0,1
3318,85,19,2
3306,61,1881,11
3307,2,2,2
3321,1,1,1
3330,0,1,1
3323,409,135,51
3491,4,25,4
3324,1,1,1
4188,2,1,1
4515,79,60,6
3333,22,12,2
3443,143,36,3
3335,1,1,1
3336,12,0,2
3339,13,2,3
3344,35,35,16
3347,27,3,2
3350,2,12,1
3351,3,10,4
3352,1266,1239,38
3353,3,0,1
3354,0,5,1
3355,5,2,1
3362,1,1,1
3367,13,5,1
3383,2,6,1
7494,1,0,1
3365,3,0,1
3845,468,501,13
3373,1,1,1
3372,1,1,1
5113,15763,19119,1310
5074,3,4,1
5078,3507,4379,200
5073,16,22,4
5075,4,5,1
5071,44,55,2
5072,252,245,39
5067,131,170,30
5114,2,2,2
5068,154,180,38
5070,19,23,4
3385,6,11,1
3943,7,10,3
4042,1,1,1
3392,91,24,7
3390,1,1,1
4316,7,2,1
3446,2,1,2
3440,11,4,3
3409,240,168,14
3396,2,0,1
3400,13,5,3
3406,85,13,6
3410,1,1,1
3412,1,1,1
3413,1,1,1
3484,1,2,1
3420,893,475,35
3553,14,0,2
3466,4,1,3
3423,18,16,1
3450,1,1,1
3426,1,1,1
3865,0,1,1
3429,36,10,3
3428,3,5,1
3449,1,1,1
3438,1,0,1
3435,1,1,1
3621,0,17,1
3439,15,12,5
3589,5,2,1
3455,33,199,2
4010,16,13,1
3562,3,3,1
3452,50,53,4
3457,40,40,20
4608,56,7,7
4185,1,1,1
3461,7,10,1
3462,3,5,2
4959,6,5,1
3483,24,18,2
3485,69,47,2
3474,1,1,1
3465,3969,3332,1124
3480,23,13,1
3467,7,7,1
3470,5,0,1
3492,5,3,2
3473,10,0,1
3481,14,2,1
3996,651,989,19
4001,0,4,1
3490,13,13,2
3518,25,100,2
3556,1,1,1
3493,2,1,1
3497,1,1,1
3502,59,47,18
3505,1,1,1
3506,44,28,9
3543,7,14,1
3509,24,19,1
3512,1,1,1
3530,16,14,3
3517,4,80,4
3519,6,2,2
3523,6,2,1
3524,13,3,3
3531,17,9,1
3525,0,3,1
3535,6,5,3
3529,1,1,1
3793,2,0,2
4096,1,1,1
3533,69,4,5
3548,63,52,7
3534,7,1,3
3536,1,1,1
3739,4,0,2
3541,16,6,5
3555,0,2,1
3558,2,2,1
3573,6,0,3
3565,736,575,10
3564,1,1,1
3825,44,15,7
3636,68,50,5
3568,45,34,14
5626,287,202,6
3571,40,6,2
3572,61,24,6
3722,2,2,2
4567,4,0,1
3576,33,29,1
4591,1,2,1
3575,4,4,2
3694,8,8,1
4243,0,1,1
3578,1,1,1
3579,0,5,1
3597,3,0,1
3633,94,48,3
3582,104,60,3
3599,62,2,3
3600,21,0,1
3601,22,0,2
3596,1892,0,19
3598,3102,871,129
4622,3,3,1
3604,2,2,1
3736,16,16,1
3612,1,0,1
3606,77,915,7
3613,323,346,9
3609,12,0,2
5273,1,0,1
4666,187,18,4
4713,2,20,17
4727,2,2,2
3620,2,5,2
3624,10,20,1
4033,15,5,4
3623,0,0,0
4182,4,4,2
3627,3,9,1
3626,0,103,23
3634,13,8,3
3635,2,2,1
4820,1,1,1
5573,0,11,1
3661,11,1,1
3647,205,192,1
3653,2,1,1
3654,0,2,1
3656,5,0,2
3657,4,0,1
3672,82,0,1
3658,90,12,5
3752,12,2,1
3663,18,11,3
3665,4,0,1
3699,1,6,1
4395,1,1,1
4370,5,654,17
3673,10,7,1
3675,5,1,1
3676,1,1,1
3679,132,127,17
3697,758,450,55
3716,32,6,6
4337,2,2,2
3682,2,2,2
3683,1,0,1
3684,3,2,2
3685,1,1,1
3686,2,1,2
3687,2,2,2
3689,25,17,1
3690,14,1,3
3691,5,0,1
3696,1,1,1
3764,5,1,2
4379,8,5,2
4537,1695,2477,34
3702,9,1,1
3703,1,0,1
3704,3,0,1
3705,2,2,1
3706,8,9,1
3707,4,4,1
3708,3,0,1
3781,6,2,1
4674,16,16,3
3710,24,2,2
3711,26,2,2
3712,7,0,1
3715,1,1,1
3734,2,1,1
3720,1,1,1
3731,4,2,1
3732,33,1,4
3745,1,1,1
3737,4,12,1
4429,27,4,2
4381,27,4,2
3746,311,0,3
3738,6,2,2
3815,25,0,1
3740,52,2,2
3770,2,1,1
5185,11,3,2
3741,2,2,2
3743,18,0,1
3742,27,3,1
4041,233,1,8
3750,1,1,1
3769,12,11,1
3760,2,0,1
3759,3679,2242,53
3762,13811,2,70
3753,16,0,1
3757,4,7,2
3758,3,2,1
3765,1213,343,33
3761,3,0,1
3790,4,3,2
4051,1,0,1
3767,40,233,1
3773,1,1,1
3772,4,0,1
3858,54,49,1
4712,25587,41569,244
3863,3,9,1
5438,9,0,3
5439,1,58,1
3778,8,3,1
4581,22,3,5
4025,8,8,1
4034,1,1,1
3806,7,8,1
4044,3,0,1
3788,5,1,1
3789,2,2,1
3791,3,27,7
3792,0,5,1
3799,10,9,1
3814,477,1,477
3805,107,0,4
3813,258,337,7
3811,83,56,9
3817,80,113,3
3819,33,39,1
8373,1507,1787,43
3827,159,49,5
3830,6,0,2
3829,1867,0,20
5252,4,2,1
3839,2,7,1
4300,6,6,5
3834,96,46,2
4279,1,1,1
4344,1,2,1
3847,31,31,1
3848,19,0,1
3852,15,5,2
3853,1,4,2
3862,36,30,3
3857,561,528,30
4470,54,5,2
3881,27,18,1
3883,13766,9,113
4239,2,1,1
5306,897,1201,120
3884,14071,62,128
5307,239,1,9
3859,1,0,1
3864,12,12,1
3869,147,141,18
4062,23,1,2
3870,1,175,5
3893,11,0,2
3875,3,3,1
3882,208,32,4
4560,2,1,1
5568,1,1,1
3886,1,1,1
3889,1,1,1
4718,29,434,24
3897,2,0,1
3898,1,1,1
4183,128,48,8
4556,2,9,1
3909,0,10,2
3910,12,9,4
3912,282,2417,350
4007,1,0,1
3913,2,0,1
3916,146,45,11
3917,7,6,2
3928,63,13,2
3918,16,7,1
4717,687,687,641
3922,4,2,1
3924,21,16,4
3923,22,31,14
3925,47,45,1
3932,6,1,1
3980,2,789,9
3981,1,1,1
3979,1,1,1
4092,23,1,1
3933,5,5,4
4632,2,391,36
4139,146,17,5
3937,10,2,1
3938,2,2,2
3940,1,1,1
3941,3,3,1
3950,560,5,13
3957,28,6,5
3962,2,4,1
3945,47,15,3
3946,86,45,4
3949,7,7,4
4006,91,32,5
4002,86,303,6
3948,546,2,11
3954,298,713,3
3952,11,11,1
3956,88,58,3
3960,21,12,4
3961,22,13,4
3958,63,30,4
3959,17,10,4
3963,1,0,1
3964,20,5,7
3968,0,2,2
3966,351,1387,235
3967,0,1968,23
3969,1,3,1
3987,6,5,1
3985,1,1,1
3973,3,0,1
3972,4,3,1
4536,1,0,1
4534,24,0,1
4056,2,2,1
4063,124,23,5
3976,24,0,1
3974,24,24,4
3978,14,2,7
3977,101,101,1
3982,2,14,1
4136,117,0,9
4027,25,4,4
3997,44,33,4
3990,46,88,33
4009,12,9,3
5818,36,784,3
3993,13,13,1
3994,8,8,1
4050,2,0,1
3998,3,3,1
3999,8,6,1
8290,1,5,1
4081,4,1,1
4061,230,1,2
4382,13,1,1
4022,43,0,2
4008,14,10,1
4212,258,81,9
4045,5,4,1
4077,203,189,3
4011,6,7,2
4091,12,95,2
4012,5,5,2
4016,1,1,1
4021,1,1,1
4054,19,15,1
4026,1,1,1
4047,24,8,4
4052,1,1,1
4028,196,163,7
4029,294,4371,39
4030,17,13,2
4511,12,6,2
4366,133,8,6
4032,276,287,3
4313,6,0,1
4036,1,1,1
4038,7,16,1
4037,6,1,1
4039,5,8,1
4115,4,3,1
4120,5,12,2
4147,662,60,10
4048,108,477,7
4049,1,1,1
4053,10,2,1
4057,97,12,2
4255,150,31,2
4055,135,99,7
4087,1,1,1
4058,123,93,10
4059,119,82,2
4060,2,2,1
4067,67,15,3
4068,59,79,4
4070,51,59,1
4071,14,4,1
4073,102,60,21
4076,7,1,2
5464,2,2,1
5378,2,2,2
4079,2,372,40
4425,18,5247,27
4082,8,4,1
4089,6,1,2
4765,49,0,1
4260,107,72,8
4364,8,21085,45
4098,15,11,1
4099,2,0,2
4100,98,208,1
4101,2,2,2
4102,168,0,2
4105,8,8,4
4110,134,91,9
4111,7,3,1
4113,100,51,4
4112,2,1,1
4114,85,78,3
4116,4,3,1
4117,14,2,2
4179,2,2,2
4119,0,0,1
4121,16,12,1
4125,85,4,6
4124,38,5,3
4133,5,3,2
4605,169,227,13
4565,13,0,3
4131,467,415,15
4302,9,8,1
4134,692,1514,12
5879,2,2,2
4135,20,4,2
4487,20,26,5
4143,37,32,1
4140,3,3,3
4207,9935,2783,460
4142,16,2,5
4145,1,1,1
4297,658,194,33
4247,26,140,1
4416,264,47,2
4148,22,9,2
4691,6,1,2
4151,4,0,1
4169,1,4,2
4152,243,142,19
4168,98,63,8
4155,3,3,2
4158,687,314,23
4159,86,68,4
4171,11,1,2
4165,556,676,8
4163,36,6,2
4164,0,3,1
4166,4,4,2
4508,47,50,6
4650,2,2,2
4518,4,4,2
4176,3,2,1
4217,23,1,2
4181,115,1188,8
4189,90,54,5
4187,1,1,1
4530,1568,97,27
4401,615,503,5
4198,16,16,1
4191,246,87,17
4192,2,2,2
4509,17,1,2
4195,12,12,5
4335,170,580,17
4201,951,449,33
4282,1,1,1
4206,10,9,6
5030,27295,2,228
4205,12,2,2
4208,8,2,3
4228,515,241,29
4294,3,3,3
4216,195,1153,19
4561,3,3,1
4361,10,4,1
4403,11,11,2
4564,1,1,1
4235,781,425,19
4238,2,0,1
4623,34,12,3
4660,27,6,3
4245,112,28,4
4267,5,4,1
4271,16,0,2
4257,508,244,29
4250,8,0,1
4251,2,24,1
4258,4,2,2
4259,163,114,7
4261,2,1,1
4265,30,22,7
4263,11,6,1
4264,3,3,1
4266,2,2,1
4268,1,1,1
4410,876,540,6
4277,1,1,1
4278,31,7,3
4305,155,1,4
4287,36,2,4
4293,7,3,1
4292,8,4,1
4324,27,10,3
4494,1,1,1
4308,1,1,1
4309,2,1,1
4336,4,126,13
4318,1,4,1
4319,1,0,1
4356,48,4,3
4665,174,2,2
4732,1,1,1
4327,0,1,1
4339,2,3,1
4340,68,14,2
4342,36,14,2
4345,19,0,1
6057,320,325,86
4348,770,108,12
4349,9,5,2
4350,5,0,1
4474,34,55,4
4358,1389,19,25
4359,1389,19,25
4365,5,0,1
4367,4,3,2
4423,39,4,2
4662,34,3,2
4371,45,26,15
4372,3,3,1
4373,84,55,2
4380,107,3,7
4377,2,2,1
4383,1,1,1
4384,234,232,1
4385,739,428,24
4394,0,0,1192
4386,2,2,2
4390,3,1,2
4387,756,170,40
4389,542,1509,29
4391,50,47,24
4440,53,3,1
4406,89,95,4
4454,6,0,62
4579,8,0,1
4388,23,0,1
4405,15,20,1
4408,0,0,8
4413,68,1,1
4414,74,61,25
4415,22,11,1
4420,14,2,2
4445,1,1,1
4412,1,1,1
4421,2,3,2
4418,1,1,1
4419,121,47,6
4433,22,0,4
4422,36,26,1
4545,13,30,3
4467,7,7,2
4428,243,47,3
4424,2,3,2
4426,51,66148,252
4430,1,0,1
4436,29,25,2
4437,317,509,41
4438,15,2,1
4439,21,29,11
4441,2,1,1
4444,1,1,1
4447,55,1,4
4923,8,5,2
4448,10,12,1
4453,10,12,1
4659,3,1,1
4658,0,48740,162
4549,244,6,13
4512,251,7,13
4460,1,1,1
4452,17,17,3
4455,1,0,1
5136,3,69,4
4572,70325,170951,3712
4867,69,3,4
5225,69,3,4
4463,2973,5993,230
5281,80,5,4
4457,4,118,1
4461,16,8,4
4464,36,2,2
4468,13,2,1
4543,1,0,1
4472,3,3,2
4475,28,25,5
4476,2,2,1
4477,1,1,1
4478,36,48,12
4479,14,14,2
4484,6,1,1
4486,35,15,2
4491,273,261,1
4488,40,0,4
4495,19,4,2
4520,17,4,3
4505,471,317,5
4496,659,29,31
4566,4,1,1
4502,5,0,1
4503,11,2,1
4507,1,3,1
4506,7,1,1
4768,1,1,1
4514,5,0,2
4516,15,25,1
4517,1,1,1
4519,38,24,3
4521,26,30,3
4523,5,23,1
4524,6,71,6
6195,310,357,27
4526,15,15,5
4528,55,82,3
4529,1,1,1
4533,27,25,4
4535,30,13,1
7203,9,0,2
4550,37,44,1
4539,6443,0,83
4538,22,22,20
4637,3,1,1
4546,10,20,1
4547,2,1,1
4551,32,1,1
4555,245954,85201,4536
4557,1,1,1
6537,193,130,14
4558,3,0,1
4559,24,1,1
4667,212,147,10
4714,8,31,23
4599,47,7,7
5727,5,1,1
4574,577,154,24
6192,86,27,9
4568,0,24,2
4569,90,120,22
4570,104,113,12
4578,2725,1,30
4580,4,4,4
5610,114,26,8
4625,70,1,1
4582,357,0,10
4583,26,16,3
4585,8,6,2
4695,797,0,16
4590,2,0,1
4720,19303,2,1287
4586,7,5,1
4587,18,2,3
8289,43818,10633,726
8403,1007,70,26
8408,475,68,16
4594,1,3,1
4595,1,1,1
5046,1,1,1
4597,44,18,1
4598,5,3,3
4649,95,1,1
4602,19,12,4
4603,1,0,1
4609,17,17,3
4779,1,1,1
4610,6,2,3
4600,3,0,1
4633,292,30,19
5052,36,24,4
5316,52,33,6
4613,88,5,4
4614,88,5,4
4615,42,32,6
4618,12,1,1
4804,6,0,1
4619,10,14,6
4620,1,9,2
4624,112,6,15
4626,1,1,1
4631,39,2,7
4627,3,3,2
4628,135,22,4
6109,1,1,1
4652,42,14,2
4629,42,54,9
4634,1,1,1
4641,17,3,3
4639,25,23,1
4636,349,160,9
4648,11,2,4
4640,2,0,1
4644,9,2,1
4646,84,32,2
4642,13,13,11
4653,8,4,1
4645,32,5,2
4651,14,5,2
4655,6,4,1
4657,1,1,1
4661,2,2,1
4663,5,0,1
4668,1,1,1
4675,3,57620,173
4669,8,59026,279
4670,1,1,1
4700,11,6,2
4671,36,1,1
4672,20,5,2
4679,29,3,2
4690,8,1,1
4721,2896,107,55
4681,1338,10,16
5858,48,20,2
4817,1,1,1
4748,49,44,1
4683,0,1,1
4684,26,5,3
4685,8023,7252,130
4711,8,4,1
4686,4,4,2
5336,1,1,1
5310,1,1,1
5718,556,98,16
5892,6,2,1
5425,647,15,17
5090,642,25,17
6111,2257,2012,8
5801,25,7,4
7741,1,1,1
5423,178,15,5
6095,293,119,8
5577,392,84,17
6571,82,136,4
6146,142,88,4
4687,0,2,1
9931,64,91,8
4698,285,124,10
8155,11,7,1
4715,97,82,4
4722,10,11,2
4716,523,700,3
4689,70,171,8
4692,203,122,9
4709,4,2,1
4694,2,63,6
4708,3,4,2
4697,16,16,1
4726,3,2,1
4701,3,3,1
4699,2,0,1
4703,1,1,1
4707,5,3,1
4706,69,1,5
4704,67,1,5
4705,711,1,17
4946,4,0,1
4719,3,1,1
4735,0,1,1
4723,13,0,1
4724,46,45,3
4728,2,3,2
4729,2,2,1
4730,14,1,1
4731,8,4,2
6212,15,97,3
4837,16,12,1
4733,9,13,5
4736,32,37,2
4737,61,62,6
4738,4,4,2
4745,7,5,1
4762,20,32,2
4740,6,3,1
4742,5,5,2
4743,2,17,16
4744,1,1,1
4752,34,25,4
4746,10,2,2
4747,4,2,1
4749,36,43,6
4750,2,1,2
4751,2,2,2
4766,1,1,1
4760,4,0,1
5268,5,1,2
4892,3,3,3
4764,405,329,11
4769,5,4,3
4770,1,1,1
4802,165,94,8
4840,107,43,5
4773,11,3,3
4793,66,70,1
4778,130,96,2
4780,4,3193,153
5094,221,328,8
5036,4,5566,4
4918,4,0,1
4785,90,29,7
4787,10,4,4
4784,13,3,1
5978,2,0,1
5237,50,5,3
4783,10,10,2
7348,5,1,1
4850,38,14,5
5600,161,94,5
4788,77,50,5
4789,331,368,15
4805,142,22,6
4797,125,18,6
4790,77,70,2
4791,147,197,1
4926,1,1,1
4927,1,0,1
4928,6,1,1
4877,7,1,1
4876,7,1,1
4878,1,1,1
4795,73,0,1
4798,4,2,2
4884,3,3,3
4799,2,2,2
4800,199,201,2
5092,24,15,3
4807,29,27,5
4806,1,1,1
4830,1009,994,7
5012,7,13,1
4808,2,1,1
4809,146,8,5
4812,19,9,3
4811,1,2,1
5587,73,11,3
4883,59,1,3
4814,5,5,2
4813,36,18,4
4815,4,3,1
4852,11,11,1
4836,37,18,5
4819,5,1,1
4823,46,45,1
4825,17,16,2
5417,1,0,1
4827,81,54,12
4828,2,3,1
6329,190,198,5
4846,15,0,8
4845,17,2,1
4839,600,594,1
4864,4,4,3
4882,11,0,1
6010,10,2,2
4842,48,56,3
4843,3,2,3
4844,3,41,19
4849,1,1,1
4848,1,1,1
4847,1,1,1
4851,6,13,2
4861,2,2,1
4860,55,63,4
4856,22,17,7
4857,1,1,1
4863,592,43,6
4875,1,1,1
4862,5,3,2
6658,11,2,1
4871,10,10,3
5443,20,5,3
4872,107,27,2
4894,14930,15906,203
6231,44,1,5
4873,1,1,1
4881,5,5,4
7322,90,21,3
5175,37,23,3
4887,4,3,1
4880,1,1,1
5062,1,1,1
4885,2,1,1
4879,14,1,1
5269,547,385,16
5198,4602,4383,31
5260,95,60,6
5228,982,817,15
5241,93,36,3
5201,60,8,2
5298,56,14,4
5299,45,21,3
5240,178,565,8
4888,550,513,3
5011,251,216,10
5007,84,43,6
5207,2282,267,43
4889,37,31,2
4890,193,187,2
4910,2,1,2
4979,152,53,4
4896,7,4,1
4900,320,302,2
4901,0,5,3
5108,10,3,2
4902,35,26,3
4903,0,1,1
4904,0,9,1
4908,4,8,3
4930,58,47,4
4966,170,117,4
5309,1,1,1
4915,31,37,6
4916,5,5,2
4912,13,17,2
4913,3,0,1
5177,19,20,1
4914,2,1,2
4917,76,143,3
6104,26,5,6
4975,14,11,4
4945,8,1,1
4990,1,1,1
5420,71,17,7
4925,95,16,6
4931,709,722,6
4932,419,7,3
4933,29,8,1
4934,1,1,1
4940,28,11,3
4935,15,26,2
5033,1,1,1
5032,1,1,1
5129,11,3,2
5034,8,8,8
4938,11,11,2
5141,6,6,1
4939,1,1,1
4941,6,6,2
7129,1,3,2
4943,1,1,1
4942,225,238,6
4944,11,1,1
5217,8,15,1
5195,4,10,1
5181,20,10,2
4948,328,290,37
4976,60,28,5
5173,2,2,1
4957,10,15,2
4958,6,6,3
4960,114,1,6
4961,5,3,1
4965,1,39,2
4963,7,3,2
5227,10,1,2
4964,35,8,5
4994,2,1,2
4988,1,1,1
4996,2,6,2
4993,1,1,1
4971,2,2,1
4970,2,2,1
4968,148,19,3
4997,1,1,1
5003,64,2,3
4969,85,101,7
4989,51,0,1
4972,12,5,1
4978,13,21,2
4992,3,1,1
6142,6,28,1
4982,8,5,2
4987,6,16,3
5733,21,20,1
4991,84,89,6
4995,5,1,2
5000,8,24,1
8974,318,1913,79
4998,26,4,3
4999,29,26,3
5027,14,10,2
5002,1,1,1
5001,1,1,1
5004,7,7,1
5302,336,31,21
5008,4,30,4
6122,10,10,3
6121,5,5,2
9330,2,2,1
5014,1,3,1
5016,1,8,1
5017,2,1,1
5013,138,8,6
5019,107,0,9
5132,2,2,2
5397,1,1,1
5020,11,2,1
5057,5,8,1
9213,149,140,6
9061,80,485,26
5022,1,1,1
5023,8,0,1
5028,32,25,2
5035,85,2,2
5065,15,18,11
6543,4,0,1
5326,82973,42644,6101
8332,5,25,2
5037,1,1,1
5038,33,7,2
5039,1,1,1
5091,48,56,3
5050,11,12,1
5041,1,1,1
5042,63,29,4
5044,7,1,1
5841,4,3,1
5048,44,17,6
5047,8,21,4
5049,2,2,1
5051,11,25,5
5088,178,77,7
5058,50,16,4
5059,1,1,1
5076,114,30,13
5095,49,39,4
5160,1,1,1
5096,1,1,1
5079,27,15,1
5066,14,12,1
5098,67,89,4
5064,5,18,1
5083,9,4,3
5101,30,50,5
5080,24,3,3
5115,13,2,2
5116,4,4,1
5081,14,14,7
5087,9,3,1
5089,4,4,2
5138,21,6,1
5104,12,12,1
5219,12,5,1
5107,4,0,1
8936,111,52,7
8052,16,18,1
6173,6,23,1
5103,14,12,2
5110,8,8,1
5097,15,3,2
5106,14,10,1
5100,8,11,2
5686,57,18,6
5105,1,1,1
7679,10,3,2
5154,24,118,5
5125,6,6,1
5112,23,15,3
5111,24,9,1
5289,20,2,1
5164,482,242,26
5137,4,4,3
5119,9,5,1
5127,15,5,2
5118,202,60,2
6228,30,60,3
5382,16,6,1
5182,4,0,1
5124,2,2,1
7319,30,1,2
5133,58,80,11
5139,1,1,1
5134,905,268,73
5135,1518,884,77
5158,908,274,72
5146,2,2,1
6449,14,4,2
5140,3,2,2
5156,15,11,2
5151,1,1,1
5153,1,1,1
5144,1623,673,86
5143,1622,675,85
5145,3,3,1
5147,3,1,1
5741,11,11,9
5183,23,5,1
5155,11,0,2
5286,2,2,1
5157,2,0,1
5159,31,23,2
5161,2,1,1
6681,4,61,3
6705,4,62,3
5162,2,2,1
5239,9,0,1
5165,1,1,1
6388,8183,166,39
5226,0,3,1
5187,4,4,1
5168,1,1,1
5167,299,301,2
5178,1,9,1
5203,2,10,1
5170,12,8,1
5194,6,8,1
5169,12,2,5
5234,20,24,5
5184,3,2,2
5315,44,61,2
5325,3,5,1
5311,1,1,1
5171,6,1,2
5238,6,3,2
5172,4,3,3
5174,0,14,1
5176,1,0,1
5189,393,180,10
6014,6,2,2
5190,2,0,1
5193,2,2,1
5196,3,1,1
5199,4633,4432,32
5202,55,64,8
5204,18,21,12
5205,1,1,1
5206,42,44,5
5267,40,18,1
5211,10,3,1
5212,117,126,1
5213,60,30,4
5214,51,11,1
5215,2,2,1
5319,197,27,8
5216,3,13,2
5716,6,6,4
5220,6,3,1
5223,830,167,22
5335,6,6,1
5324,31,1,1
5245,1217,590,27
5293,4,0,1
5242,1,1,1
5685,2,5,1
5681,9,0,1
5235,2,2,1
6506,758,634,23
5257,5786,7267,39
5244,4,4,3
5254,2,2,1
5253,2,2,1
5280,478,424,15
5248,8,2,3
5246,4,4,5
5247,1,1,1
5266,4,6,1
5265,6,6,1
5250,289,169,36
5251,2,2,1
5255,16,16,1
5270,14,12,11
5259,4,0,1
5258,6,1,3
5303,88,26,5
5263,11,13,1
5264,131,57,9
5271,29,0,4
5272,3,1,2
5284,33,29,3
5275,47,60,5
5277,11,1,1
5332,10,2,1
6360,4,0,1
5278,18,18,1
5282,6,6,3
5279,0,3082,60
5285,35,0,1
5292,61,17,7
5283,0,0,5
5290,45,22,3
5287,87,3901,83
5308,2,0,2
5288,258,180,4
6787,8,2,1
5304,11,2,1
5871,451,384,12
5305,375,7,2
5808,41,39,1
5314,14,24,2
5312,8,2,1
5323,41,7,1
5349,81,193,5
5338,3,1,1
5802,26,12,3
5321,32,2,1
5327,1,1,1
5334,68,66,2
5329,45,140,4
7488,4,9,4
5330,3,3,1
5331,4,4,1
5347,4,4,1
5387,121,125,11
5341,41,2,4
5337,1,1,1
5342,18,1,3
5757,2,5,3
5343,3,2,1
5344,22,18,3
5345,34,8,2
5346,12,3,3
5350,12,7,1
5353,1,1,1
5354,1,1,1
5355,2,1,1
5359,440,176,22
5566,5,1,1
5395,75,1,6
5361,67,64,5
5381,2,2,2
8675,1,11,5
5364,26,19,1
5602,27,17,1
5367,2,1,1
5373,209,209,10
5372,192,136,5
5374,1,1,1
5375,6,4,4
5402,8,5,2
5376,59,42,6
5380,23,26,4
5390,2,1,1
5418,413,333,49
5391,19,20,4
5383,39,18,9
